clean_date,hour,pm 2.5 (Plume AQI),pm 10 (Plume AQI)
2020-02-28,3,6.5,14.6
2020-02-28,4,5.0,12.9
2020-02-28,5,4.3,12.0
2020-02-28,6,5.7,14.3
2020-02-28,7,15.3,28.4
2020-02-28,8,6.0,14.2
2020-02-28,9,11.4,31.5
2020-02-28,10,9.1,16.9
2020-02-28,11,20.0,12.4
2020-02-28,12,18.4,12.7
2020-02-28,13,17.7,13.0
2020-02-28,14,28.6,18.4
2020-02-28,15,40.4,23.1
2020-02-28,16,33.5,18.3
2020-02-28,17,18.8,20.5
2020-02-28,18,8.6,19.5
2020-02-28,19,100.0,98.2
2020-02-28,20,18.1,27.4
2020-02-28,21,11.9,22.8
2020-02-28,22,11.9,23.5
2020-02-28,23,10.8,22.7
2020-02-29,0,8.5,18.5
2020-02-29,1,5.6,14.1
2020-02-29,2,4.6,11.9
2020-02-29,3,3.1,9.3
2020-02-29,4,2.8,8.6
2020-02-29,5,2.8,8.5
2020-02-29,6,2.6,7.5
2020-02-29,7,3.6,10.2
2020-02-29,8,3.8,10.3
2020-02-29,9,4.8,12.6
2020-02-29,10,4.8,12.4
2020-02-29,11,4.4,10.6
2020-02-29,12,7.5,15.0
2020-02-29,13,8.0,16.0
2020-02-29,14,7.4,15.7
2020-02-29,15,9.6,18.7
2020-02-29,16,9.6,16.1
2020-02-29,17,10.7,17.4
2020-02-29,18,13.4,18.0
2020-02-29,19,15.9,20.4
2020-02-29,20,15.3,16.9
2020-02-29,21,21.9,17.8
2020-02-29,22,24.3,19.1
2020-02-29,23,26.4,18.6
2020-03-01,0,28.1,19.6
2020-03-01,1,28.6,16.9
2020-03-01,2,30.3,21.7
2020-03-01,3,29.2,19.6
2020-03-01,4,27.4,19.6
2020-03-01,5,25.9,17.6
2020-03-01,6,23.9,20.2
2020-03-01,7,20.8,18.1
2020-03-01,8,17.2,17.6
2020-03-01,9,15.4,20.7
2020-03-01,10,18.5,41.5
2020-03-01,11,20.3,50.6
2020-03-01,12,18.4,43.9
2020-03-01,13,18.2,33.8
2020-03-01,14,12.0,20.2
2020-03-01,15,11.0,20.8
2020-03-01,16,10.7,19.2
2020-03-01,17,11.7,19.0
2020-03-01,18,14.6,18.6
2020-03-01,19,17.4,16.3
2020-03-01,20,19.8,15.2
2020-03-01,21,27.6,30.2
2020-03-01,22,33.2,36.6
2020-03-01,23,30.7,30.3
2020-03-02,0,28.3,28.0
2020-03-02,1,25.8,25.4
2020-03-02,2,22.8,22.6
2020-03-02,3,20.5,24.8
2020-03-02,4,18.3,21.5
2020-03-02,5,16.0,20.9
2020-03-02,6,15.4,22.2
2020-03-02,7,17.1,23.2
2020-03-02,8,17.4,20.4
2020-03-02,9,16.7,22.9
2020-03-02,10,15.8,24.2
2020-03-02,11,15.9,24.9
2020-03-02,12,15.2,24.3
2020-03-02,13,16.0,26.6
2020-03-02,14,16.7,23.6
2020-03-02,15,16.7,22.1
2020-03-02,16,16.6,26.9
2020-03-02,17,18.3,24.0
2020-03-02,18,20.1,21.4
2020-03-02,19,24.3,23.8
2020-03-02,20,28.4,24.8
2020-03-02,21,37.4,30.6
2020-03-02,22,47.6,43.0
2020-03-02,23,51.4,40.1
2020-03-03,0,54.6,39.2
2020-03-03,1,55.5,36.8
2020-03-03,2,52.1,43.1
2020-03-03,3,45.0,40.3
2020-03-03,4,38.5,35.4
2020-03-03,5,33.5,36.4
2020-03-03,6,27.9,39.6
2020-03-03,7,25.0,39.2
2020-03-03,8,17.7,39.1
2020-03-03,9,29.1,32.2
2020-03-03,10,45.0,44.8
2020-03-03,11,55.4,33.8
2020-03-03,12,59.6,35.6
2020-03-03,13,55.8,36.5
2020-03-03,14,45.5,42.5
2020-03-03,15,49.3,48.2
2020-03-03,16,21.3,60.0
2020-03-03,17,24.1,67.5
2020-03-03,18,17.9,38.3
2020-03-03,19,9.1,21.6
2020-03-03,20,10.6,23.6
2020-03-03,21,10.2,22.7
2020-03-03,22,10.7,25.8
2020-03-03,23,11.7,24.0
2020-03-04,0,15.9,30.4
2020-03-04,1,11.1,25.6
2020-03-04,2,10.6,22.6
2020-03-04,3,10.8,23.5
2020-03-04,4,11.0,25.4
2020-03-04,5,12.7,29.8
2020-03-04,6,13.0,30.9
2020-03-04,7,16.2,39.7
2020-03-04,8,9.4,22.2
2020-03-04,9,19.5,38.0
2020-03-04,10,13.3,34.3
2020-03-04,11,32.9,41.2
2020-03-04,12,15.1,30.4
2020-03-04,13,21.6,24.1
2020-03-04,14,29.7,18.3
2020-03-04,15,27.0,18.4
2020-03-04,16,8.1,18.6
2020-03-04,17,8.7,18.9
2020-03-04,18,5.0,12.6
2020-03-04,19,4.7,12.3
2020-03-04,20,5.6,13.8
2020-03-04,21,6.0,14.2
2020-03-04,22,5.8,14.0
2020-03-04,23,5.9,13.9
2020-03-05,0,6.6,15.0
2020-03-05,1,6.5,14.3
2020-03-05,2,6.8,15.5
2020-03-05,3,6.8,15.1
2020-03-05,4,7.0,14.8
2020-03-05,5,7.6,15.5
2020-03-05,6,7.1,15.7
2020-03-05,7,13.2,22.0
2020-03-05,8,12.4,23.6
2020-03-05,9,14.1,17.4
2020-03-05,10,21.5,22.0
2020-03-05,11,29.8,19.3
2020-03-05,12,34.8,21.4
2020-03-05,13,26.0,19.3
2020-03-05,14,20.2,20.2
2020-03-05,15,20.7,20.6
2020-03-05,16,25.6,17.9
2020-03-05,17,21.9,20.6
2020-03-05,18,25.6,35.3
2020-03-05,19,54.7,50.2
2020-03-05,20,43.0,46.8
2020-03-05,21,11.5,20.3
2020-03-05,22,11.9,16.4
2020-03-05,23,12.9,16.4
2020-03-06,0,12.6,17.4
2020-03-06,1,11.6,16.1
2020-03-06,2,12.5,17.0
2020-03-06,3,11.1,17.0
2020-03-06,4,11.5,17.9
2020-03-06,5,13.8,19.1
2020-03-06,6,13.0,18.0
2020-03-06,7,19.1,31.8
2020-03-06,8,16.2,20.4
2020-03-06,9,17.8,21.8
2020-03-06,10,24.3,20.5
2020-03-06,11,20.3,16.0
2020-03-06,12,19.4,15.8
2020-03-06,13,19.8,13.5
2020-03-06,14,21.2,13.7
2020-03-06,15,19.2,16.5
2020-03-06,16,13.0,19.7
2020-03-06,17,17.7,23.4
2020-03-06,18,17.1,22.9
2020-03-06,19,17.0,29.1
2020-03-06,20,11.2,26.3
2020-03-06,21,8.9,18.5
2020-03-06,22,10.2,17.9
2020-03-06,23,11.3,22.7
2020-03-07,0,10.8,23.0
2020-03-07,1,11.4,21.8
2020-03-07,2,10.9,18.7
2020-03-07,3,13.9,21.0
2020-03-07,4,15.2,19.0
2020-03-07,5,15.4,20.4
2020-03-07,6,14.5,22.0
2020-03-07,7,22.9,51.7
2020-03-07,8,22.2,58.9
2020-03-07,9,23.7,65.1
2020-03-07,10,38.3,62.2
2020-03-07,11,49.3,57.4
2020-03-07,12,32.8,42.9
2020-03-07,13,28.4,40.6
2020-03-07,14,25.2,39.0
2020-03-07,15,22.2,31.6
2020-03-07,16,18.0,32.2
2020-03-07,17,14.3,29.6
2020-03-07,18,14.8,28.0
2020-03-07,19,12.1,22.6
2020-03-07,20,11.7,20.8
2020-03-07,21,13.1,30.4
2020-03-07,22,11.6,28.9
2020-03-07,23,13.2,33.0
2020-03-08,0,11.5,28.5
2020-03-08,1,9.6,24.8
2020-03-08,2,8.6,21.5
2020-03-08,3,9.0,22.0
2020-03-08,4,10.6,26.8
2020-03-08,5,10.1,26.3
2020-03-08,6,10.3,25.6
2020-03-08,7,11.8,28.6
2020-03-08,8,11.0,28.6
2020-03-08,9,19.5,48.6
2020-03-08,10,17.3,43.2
2020-03-08,11,20.0,42.0
2020-03-08,12,16.6,37.0
2020-03-08,13,13.8,34.4
2020-03-08,14,9.9,26.7
2020-03-08,15,36.5,97.8
2020-03-08,16,44.8,105.4
2020-03-08,17,23.8,58.5
2020-03-08,18,14.7,31.2
2020-03-08,19,13.4,29.6
2020-03-08,20,14.9,29.7
2020-03-08,21,14.3,30.1
2020-03-08,22,12.7,26.8
2020-03-08,23,13.7,31.0
2020-03-09,0,14.6,33.4
2020-03-09,1,21.6,49.9
2020-03-09,2,15.7,33.3
2020-03-09,3,15.0,30.6
2020-03-09,4,8.1,17.9
2020-03-09,5,5.9,14.1
2020-03-09,6,5.8,15.0
2020-03-09,7,5.6,15.2
2020-03-09,8,15.4,34.1
2020-03-09,9,5.2,12.0
2020-03-09,10,6.4,12.8
2020-03-09,11,14.5,15.1
2020-03-09,12,13.8,13.0
2020-03-09,13,15.8,13.7
2020-03-09,14,14.8,12.5
2020-03-09,15,12.0,14.2
2020-03-09,16,20.4,27.5
2020-03-09,17,27.7,50.4
2020-03-09,18,6.8,14.4
2020-03-09,19,6.9,15.7
2020-03-09,20,5.0,11.6
2020-03-09,21,5.0,12.3
2020-03-09,22,6.3,13.8
2020-03-09,23,7.0,14.8
2020-03-10,0,6.4,14.3
2020-03-10,1,5.8,12.6
2020-03-10,2,5.4,12.5
2020-03-10,3,5.2,11.9
2020-03-10,4,5.1,11.7
2020-03-10,5,5.6,13.0
2020-03-10,6,5.5,14.0
2020-03-10,7,8.6,18.4
2020-03-10,8,8.8,15.5
2020-03-10,9,7.6,14.5
2020-03-10,10,8.3,13.8
2020-03-10,11,8.8,16.6
2020-03-10,12,6.8,13.8
2020-03-10,13,8.1,13.8
2020-03-10,14,9.0,14.7
2020-03-10,15,12.4,14.9
2020-03-10,16,9.6,14.7
2020-03-10,17,6.9,15.0
2020-03-10,18,10.5,20.1
2020-03-10,19,5.6,12.7
2020-03-10,20,6.6,14.5
2020-03-10,21,7.8,15.6
2020-03-10,22,10.2,16.0
2020-03-10,23,11.8,15.2
2020-03-11,0,13.1,15.5
2020-03-11,1,13.4,18.9
2020-03-11,2,14.4,18.9
2020-03-11,3,15.1,21.8
2020-03-11,4,12.9,15.2
2020-03-11,5,12.1,16.4
2020-03-11,6,11.0,16.3
2020-03-11,7,12.3,22.0
2020-03-11,8,20.3,34.9
2020-03-11,9,6.6,14.8
2020-03-11,10,6.4,13.8
2020-03-11,11,8.4,16.4
2020-03-11,12,8.2,17.4
2020-03-11,13,9.6,21.6
2020-03-11,14,11.9,19.8
2020-03-11,15,8.0,15.1
2020-03-11,16,8.0,15.7
2020-03-11,17,8.3,13.9
2020-03-11,18,11.8,15.6
2020-03-12,13,13.2,22.7
2020-03-12,14,13.4,23.7
2020-03-12,15,11.9,21.7
2020-03-12,16,13.2,17.3
2020-03-12,17,10.8,13.6
2020-03-12,18,10.8,18.1
2020-03-12,19,6.9,15.2
2020-03-12,20,6.9,15.3
2020-03-12,21,6.7,14.4
2020-03-12,22,6.7,14.8
2020-03-12,23,5.8,12.9
2020-03-13,0,5.5,12.8
2020-03-13,1,5.1,12.4
2020-03-13,2,4.2,10.9
2020-03-13,3,4.0,10.5
2020-03-13,4,4.5,11.3
2020-03-13,5,4.6,11.9
2020-03-13,6,5.3,12.5
2020-03-13,7,10.6,19.8
2020-03-13,8,7.1,14.6
2020-03-13,9,5.6,12.8
2020-03-13,10,8.2,12.4
2020-03-13,11,23.2,14.2
2020-03-13,12,33.0,17.6
2020-03-13,13,37.1,19.5
2020-03-13,14,32.9,17.6
2020-03-13,15,36.8,19.4
2020-03-13,16,28.6,15.6
2020-03-13,17,37.0,19.5
2020-03-13,18,34.3,26.9
2020-03-13,19,7.8,15.9
2020-03-13,20,10.0,16.6
2020-03-13,21,23.7,27.7
2020-03-13,22,18.6,20.7
2020-03-13,23,19.0,21.1
2020-03-14,0,17.5,16.0
2020-03-14,1,19.0,17.6
2020-03-14,2,18.3,16.1
2020-03-14,3,15.9,13.3
2020-03-14,4,15.1,14.1
2020-03-14,5,14.4,14.3
2020-03-14,6,14.5,16.1
2020-03-14,7,14.3,18.0
2020-03-14,8,13.4,19.4
2020-03-14,9,12.2,16.4
2020-03-14,10,9.8,17.1
2020-03-14,11,10.1,16.3
2020-03-14,12,10.0,18.6
2020-03-14,13,8.4,15.5
2020-03-14,14,9.2,18.8
2020-03-14,15,8.2,15.8
2020-03-14,16,7.9,16.4
2020-03-14,17,7.6,16.1
2020-03-14,18,6.2,14.3
2020-03-14,19,6.6,14.7
2020-03-14,20,5.6,12.5
2020-03-14,21,6.1,13.9
2020-03-14,22,7.4,14.6
2020-03-14,23,6.7,13.6
2020-03-15,0,8.1,15.9
2020-03-15,1,7.8,16.8
2020-03-15,2,10.6,16.8
2020-03-15,3,12.6,17.7
2020-03-15,4,12.6,18.6
2020-03-15,5,12.7,18.0
2020-03-15,6,12.8,20.8
2020-03-15,7,12.2,17.2
2020-03-15,8,12.2,19.8
2020-03-15,9,16.1,15.3
2020-03-15,10,26.6,24.8
2020-03-15,11,22.0,21.4
2020-03-15,12,17.2,21.8
2020-03-15,13,12.1,20.8
2020-03-15,14,11.1,23.5
2020-03-15,15,10.3,22.2
2020-03-15,16,13.1,30.3
2020-03-15,17,15.2,42.0
2020-03-15,18,15.5,41.6
2020-03-15,19,14.0,34.8
2020-03-15,20,15.8,43.1
2020-03-15,21,12.4,27.4
2020-03-15,22,12.7,28.5
2020-03-15,23,7.0,18.6
2020-03-16,0,3.9,11.7
2020-03-16,1,3.8,11.8
2020-03-16,2,4.8,13.3
2020-03-16,3,6.3,15.8
2020-03-16,4,7.3,17.2
2020-03-16,5,7.9,18.2
2020-03-16,6,8.4,19.9
2020-03-16,7,7.4,18.0
2020-03-16,8,7.8,19.7
2020-03-16,9,6.1,15.9
2020-03-16,10,6.4,16.8
2020-03-16,11,5.5,14.7
2020-03-16,12,7.2,18.9
2020-03-16,13,5.6,15.1
2020-03-16,14,5.4,15.6
2020-03-16,15,6.3,16.7
2020-03-16,16,6.2,17.9
2020-03-16,17,3.9,11.0
2020-03-16,18,4.6,12.3
2020-03-16,19,4.7,12.2
2020-03-16,20,4.6,11.9
2020-03-16,21,4.8,12.2
2020-03-16,22,4.6,11.8
2020-03-16,23,3.9,10.4
2020-03-17,0,3.8,11.2
2020-03-17,1,3.3,9.8
2020-03-17,2,2.9,8.5
2020-03-17,3,2.9,8.9
2020-03-17,4,2.8,8.5
2020-03-17,5,2.8,8.7
2020-03-17,6,2.9,8.4
2020-03-17,7,3.1,9.2
2020-03-17,8,4.1,11.4
2020-03-17,9,4.1,11.6
2020-03-17,10,4.2,11.2
2020-03-17,11,5.0,13.9
2020-03-17,12,5.7,15.0
2020-03-17,13,5.0,13.1
2020-03-17,14,3.8,10.8
2020-03-17,15,4.3,11.7
2020-03-17,16,4.1,11.2
2020-03-17,17,3.5,9.5
2020-03-17,18,5.0,12.9
2020-03-17,19,7.2,16.2
2020-03-17,20,9.7,17.7
2020-03-17,21,16.6,28.2
2020-03-17,22,21.0,29.0
2020-03-17,23,16.0,17.8
2020-03-18,0,21.1,27.1
2020-03-18,1,17.9,25.2
2020-03-18,2,23.4,21.2
2020-03-18,3,18.2,30.7
2020-03-18,4,21.4,27.4
2020-03-18,5,18.7,24.6
2020-03-18,6,18.0,23.3
2020-03-18,7,14.4,20.6
2020-03-18,8,14.0,19.9
2020-03-18,10,8.4,17.6
2020-03-18,11,7.6,17.0
2020-03-18,12,7.2,15.8
2020-03-18,13,6.4,14.4
2020-03-18,14,6.5,14.4
2020-03-18,15,7.7,16.9
2020-03-18,16,7.7,18.1
2020-03-18,17,7.1,15.6
2020-03-18,18,7.2,16.0
2020-03-18,19,7.6,17.2
2020-03-18,20,7.8,17.2
2020-03-18,21,7.6,16.3
2020-03-18,22,7.8,16.6
2020-03-18,23,7.3,15.4
2020-03-19,0,7.4,15.6
2020-03-19,1,6.4,14.4
2020-03-19,2,5.7,13.2
2020-03-19,3,5.2,13.0
2020-03-19,4,4.4,10.6
2020-03-19,5,4.5,11.4
2020-03-19,6,5.3,13.0
2020-03-19,7,5.8,13.8
2020-03-19,8,5.0,11.3
2020-03-19,9,5.3,12.9
2020-03-19,10,5.9,14.0
2020-03-19,11,5.6,13.2
2020-03-19,12,4.7,11.9
2020-03-19,13,4.8,11.9
2020-03-19,14,3.8,10.4
2020-03-19,15,3.7,10.1
2020-03-19,16,3.5,9.4
2020-03-19,17,3.7,9.7
2020-03-19,18,4.2,10.5
2020-03-19,19,4.7,11.0
2020-03-19,20,6.4,14.4
2020-03-19,21,9.0,17.3
2020-03-19,22,10.8,17.7
2020-03-19,23,12.8,17.6
2020-03-20,0,16.3,18.6
2020-03-20,1,18.4,16.5
2020-03-20,2,18.8,16.3
2020-03-20,3,18.0,14.4
2020-03-20,4,17.6,16.1
2020-03-20,5,17.2,16.5
2020-03-20,6,17.2,17.9
2020-03-20,7,15.5,18.6
2020-03-20,8,14.2,18.0
2020-03-20,9,11.8,16.9
2020-03-20,10,10.5,16.7
2020-03-20,11,9.8,16.5
2020-03-20,12,16.5,22.7
2020-03-20,13,9.9,16.7
2020-03-20,14,10.3,18.2
2020-03-20,15,13.5,18.1
2020-03-20,16,13.2,17.3
2020-03-20,17,12.8,16.2
2020-03-20,18,15.1,16.8
2020-03-20,19,22.4,18.0
2020-03-20,20,24.4,18.0
2020-03-20,21,24.2,18.4
2020-03-20,22,22.4,14.7
2020-03-20,23,25.8,23.4
2020-03-21,0,28.8,25.3
2020-03-21,1,27.7,23.7
2020-03-21,2,26.0,21.3
2020-03-21,3,25.4,18.7
2020-03-21,4,23.0,16.2
2020-03-21,5,22.3,16.2
2020-03-21,6,22.6,18.5
2020-03-21,7,20.7,16.8
2020-03-21,8,20.6,22.9
2020-03-21,9,19.3,20.1
2020-03-21,10,32.6,38.8
2020-03-21,11,21.2,23.3
2020-03-21,12,17.3,16.9
2020-03-21,13,17.4,16.5
2020-03-21,14,17.8,17.0
2020-03-21,15,16.0,16.2
2020-03-21,16,15.6,17.5
2020-03-21,17,15.7,16.9
2020-03-21,18,17.4,16.9
2020-03-21,19,18.2,15.7
2020-03-21,20,19.9,19.4
2020-03-21,21,18.0,16.0
2020-03-21,22,15.2,12.6
2020-03-21,23,16.0,12.7
2020-03-22,0,17.1,13.5
2020-03-22,1,18.9,14.3
2020-03-22,2,18.6,12.5
2020-03-22,3,19.0,12.8
2020-03-22,4,19.7,15.1
2020-03-22,5,18.1,11.6
2020-03-22,6,17.2,12.4
2020-03-22,7,16.6,13.8
2020-03-22,8,18.8,24.3
2020-03-22,9,17.8,20.3
2020-03-22,10,17.2,21.7
2020-03-22,11,15.1,14.5
2020-03-22,12,22.9,33.6
2020-03-22,13,32.0,21.9
2020-03-22,14,25.7,18.9
2020-03-22,15,17.2,13.6
2020-03-22,16,16.2,14.4
2020-03-22,17,16.2,14.5
2020-03-22,18,19.9,27.2
2020-03-22,19,26.5,34.4
2020-03-22,20,34.2,70.9
2020-03-23,20,12.3,19.6
2020-03-23,21,11.0,18.0
2020-03-23,22,8.6,15.0
2020-03-23,23,7.0,14.4
2020-03-24,0,6.0,13.0
2020-03-24,1,5.2,11.6
2020-03-24,2,4.2,10.1
2020-03-24,3,3.3,8.6
2020-03-24,4,3.5,8.6
2020-03-24,5,3.1,8.5
2020-03-24,6,2.8,7.7
2020-03-24,7,3.4,9.6
2020-03-24,8,4.0,10.7
2020-03-24,9,3.0,8.3
2020-03-24,10,2.8,7.1
2020-03-24,11,3.2,8.4
2020-03-24,12,3.1,8.2
2020-03-24,13,2.6,8.0
2020-03-24,14,4.3,11.0
2020-03-24,15,17.3,21.3
2020-03-24,16,17.9,21.7
2020-03-24,17,14.9,20.1
2020-03-24,18,12.7,17.8
2020-03-24,19,9.7,16.2
2020-03-24,20,9.4,16.1
2020-03-24,21,8.3,15.3
2020-03-24,22,8.0,16.6
2020-03-24,23,7.2,15.3
2020-03-25,0,5.2,11.9
2020-03-25,1,6.0,13.8
2020-03-25,2,6.2,13.8
2020-03-25,3,6.1,16.8
2020-03-25,4,7.9,21.2
2020-03-25,5,7.8,21.6
2020-03-25,6,6.8,18.0
2020-03-25,7,8.4,19.4
2020-03-25,8,8.1,19.8
2020-03-25,9,5.7,13.8
2020-03-25,10,5.0,12.3
2020-03-25,11,10.5,17.2
2020-03-25,12,21.2,24.7
2020-03-25,13,7.6,16.1
2020-03-25,14,6.0,15.0
2020-03-25,15,6.5,14.7
2020-03-25,16,6.8,15.3
2020-03-25,17,9.2,20.8
2020-03-25,18,9.4,21.0
2020-03-25,19,10.6,24.4
2020-03-25,20,11.3,23.4
2020-03-25,21,11.5,24.8
2020-03-25,22,9.6,22.1
2020-03-25,23,7.6,17.0
2020-03-26,0,7.2,16.5
2020-03-26,1,6.1,14.2
2020-03-26,2,5.6,13.1
2020-03-26,3,5.0,11.8
2020-03-26,4,5.6,12.5
2020-03-26,5,5.1,11.7
2020-03-26,6,5.4,12.1
2020-03-26,7,6.8,15.2
2020-03-26,8,5.6,13.2
2020-03-26,9,6.6,15.0
2020-03-26,10,7.3,16.1
2020-03-26,11,6.9,15.4
2020-03-26,12,8.8,19.5
2020-03-26,13,8.4,17.2
2020-03-26,14,7.6,15.4
2020-03-26,15,8.0,16.6
2020-03-26,16,8.8,18.8
2020-03-26,17,10.0,20.6
2020-03-26,18,13.0,21.6
2020-03-26,19,12.6,21.3
2020-03-26,20,12.3,23.4
2020-03-26,21,11.9,21.5
2020-03-26,22,10.1,20.9
2020-03-26,23,8.3,18.3
2020-03-27,0,5.9,14.1
2020-03-27,1,5.8,13.4
2020-03-27,2,4.7,12.6
2020-03-27,3,4.6,12.7
2020-03-27,4,4.5,12.2
2020-03-27,5,5.4,14.2
2020-03-27,6,5.1,14.9
2020-03-27,7,4.8,13.7
2020-03-27,8,5.4,13.7
2020-03-27,9,6.2,15.1
2020-03-27,10,6.1,15.5
2020-03-27,11,4.1,11.7
2020-03-27,12,5.0,13.0
2020-03-27,13,4.4,11.8
2020-03-27,14,3.9,9.7
2020-03-27,15,4.4,11.3
2020-03-27,16,4.4,10.8
2020-03-27,17,4.0,10.3
2020-03-27,18,4.9,11.8
2020-03-27,19,5.4,14.7
2020-03-27,20,4.3,11.7
2020-03-27,21,3.8,10.4
2020-03-27,22,3.6,10.1
2020-03-27,23,3.8,10.1
2020-03-28,0,3.3,9.2
2020-03-28,1,3.3,8.8
2020-03-28,2,3.2,8.3
2020-03-28,3,3.8,9.8
2020-03-28,4,3.6,10.0
2020-03-28,5,5.0,11.4
2020-03-28,6,5.4,12.8
2020-03-28,7,4.7,11.9
2020-03-28,8,4.0,10.2
2020-03-28,9,5.3,13.9
2020-03-28,10,4.6,13.2
2020-03-28,11,3.5,10.6
2020-03-28,12,3.0,8.4
2020-03-28,13,3.1,8.9
2020-03-28,14,3.0,9.5
2020-03-28,15,2.6,7.7
2020-03-28,16,3.4,9.4
2020-03-28,17,8.5,21.0
2020-03-28,18,12.9,29.3
2020-03-28,19,23.3,46.1
2020-03-28,20,31.8,54.8
2020-03-28,21,30.2,59.1
2020-03-28,22,26.4,43.6
2020-03-28,23,26.3,43.8
2020-03-29,0,25.5,36.5
2020-03-29,1,23.9,29.2
2020-03-29,2,20.5,24.7
2020-03-29,3,18.0,20.9
2020-03-29,4,25.2,41.0
2020-03-29,5,20.9,30.2
2020-03-29,6,17.4,24.2
2020-03-29,7,15.0,22.4
2020-03-29,8,13.3,20.5
2020-03-29,13,10.2,23.6
2020-03-29,14,8.1,17.9
2020-03-29,15,11.4,29.8
2020-03-29,16,25.9,80.9
2020-03-29,17,23.3,66.3
2020-03-29,18,16.4,39.9
2020-03-29,19,16.9,34.3
2020-03-29,20,18.8,25.6
2020-03-29,21,20.6,18.6
2020-03-29,22,21.2,16.5
2020-03-29,23,22.6,17.9
2020-03-30,0,22.0,15.5
2020-03-30,1,22.5,15.0
2020-03-30,2,21.3,13.8
2020-03-30,3,20.1,14.4
2020-03-30,4,17.8,13.9
2020-03-30,5,16.7,15.6
2020-03-30,6,16.9,17.9
2020-03-30,7,14.9,20.0
2020-03-30,8,13.4,18.8
2020-03-30,9,13.0,23.7
2020-03-30,10,12.9,24.8
2020-03-30,11,12.6,24.9
2020-03-30,12,12.3,25.9
2020-03-30,13,11.5,24.4
2020-03-30,14,11.5,24.7
2020-03-30,15,11.6,23.5
2020-03-30,16,14.1,23.6
2020-03-30,17,15.8,24.6
2020-03-30,18,14.7,24.8
2020-03-30,19,15.0,24.1
2020-03-30,20,14.8,20.2
2020-03-30,21,18.2,21.9
2020-03-30,22,20.1,27.5
2020-03-30,23,18.1,25.2
2020-03-31,0,17.3,27.7
2020-03-31,1,15.2,25.6
2020-03-31,2,13.5,26.1
2020-03-31,3,13.4,26.1
2020-03-31,4,12.8,25.9
2020-03-31,5,13.4,28.4
2020-03-31,6,13.9,29.8
2020-03-31,7,13.2,29.0
2020-03-31,8,14.3,31.0
2020-03-31,9,13.7,28.2
2020-03-31,10,16.0,33.8
2020-03-31,11,14.8,28.3
2020-03-31,12,14.8,26.0
2020-03-31,13,14.4,25.8
2020-03-31,14,15.2,27.6
2020-03-31,15,15.0,27.1
2020-03-31,16,17.4,31.7
2020-03-31,17,17.7,31.1
2020-03-31,18,20.1,30.0
2020-03-31,19,19.2,22.1
2020-03-31,20,21.0,30.8
2020-03-31,21,21.1,25.2
2020-03-31,22,19.8,25.6
2020-03-31,23,19.2,23.8
2020-04-01,0,18.4,22.9
2020-04-01,1,17.4,19.3
2020-04-01,2,17.6,22.0
2020-04-01,3,18.2,21.9
2020-04-01,4,17.9,22.4
2020-04-01,5,17.6,20.9
2020-04-01,6,17.7,21.8
2020-04-01,7,17.3,21.1
2020-04-01,8,18.0,22.6
2020-04-01,9,17.7,21.1
2020-04-01,10,17.9,19.6
2020-04-01,11,18.6,23.1
2020-04-01,12,18.6,25.3
2020-04-01,13,17.5,23.9
2020-04-01,14,18.1,27.6
2020-04-01,15,17.3,28.4
2020-04-01,16,18.3,31.6
2020-04-01,17,19.1,28.6
2020-04-01,18,20.0,36.0
2020-04-01,19,20.5,25.3
2020-04-01,20,24.1,35.3
2020-04-01,21,22.7,29.7
2020-04-01,22,16.4,23.5
2020-04-01,23,11.1,20.0
2020-04-02,0,9.0,17.2
2020-04-02,1,6.0,13.1
2020-04-02,2,4.4,10.8
2020-04-02,3,3.5,9.6
2020-04-02,4,3.5,10.0
2020-04-02,5,5.9,14.3
2020-04-02,6,3.1,9.1
2020-04-02,7,2.8,8.3
2020-04-02,8,2.5,7.2
2020-04-02,9,3.7,10.8
2020-04-02,10,4.0,11.0
2020-04-02,11,3.6,10.5
2020-04-02,12,3.1,9.0
2020-04-02,13,3.3,9.3
2020-04-02,14,2.9,8.3
2020-04-02,15,3.0,9.0
2020-04-02,16,3.4,9.2
2020-04-02,17,4.2,11.7
2020-04-02,18,4.6,12.1
2020-04-02,19,4.7,12.0
2020-04-02,20,5.1,12.1
2020-04-02,21,5.1,12.3
2020-04-02,22,6.2,12.9
2020-04-02,23,5.8,12.6
2020-04-03,0,5.0,11.8
2020-04-03,1,4.5,10.9
2020-04-03,2,4.3,10.8
2020-04-03,3,4.0,9.9
2020-04-03,4,3.6,9.2
2020-04-03,5,3.9,9.8
2020-04-03,6,3.3,9.2
2020-04-03,7,3.3,9.5
2020-04-03,8,3.5,9.6
2020-04-03,9,3.5,9.8
2020-04-03,10,8.5,12.0
2020-04-03,11,11.0,20.8
2020-04-03,12,8.1,16.9
2020-04-03,13,6.8,15.1
2020-04-03,14,10.2,21.1
2020-04-03,15,8.1,17.2
2020-04-03,16,5.1,12.5
2020-04-03,17,9.0,20.5
2020-04-03,18,9.5,20.8
2020-04-03,19,9.2,18.0
2020-04-03,20,8.8,15.4
2020-04-03,21,14.6,29.6
2020-04-03,22,11.6,24.0
2020-04-03,23,8.2,16.6
2020-04-04,0,12.4,30.3
2020-04-04,1,10.7,27.7
2020-04-04,2,8.3,20.9
2020-04-04,3,6.8,14.8
2020-04-04,4,7.7,17.6
2020-04-04,5,8.8,17.8
