clean_date,hour,pm 2.5 (Plume AQI),pm 10 (Plume AQI)
2020-04-04,6,5.5,12.2
2020-04-04,7,8.5,21.1
2020-04-04,8,8.1,18.6
2020-04-04,9,7.4,16.3
2020-04-04,10,6.7,15.2
2020-04-04,11,7.0,15.6
2020-04-04,12,5.9,13.2
2020-04-04,13,4.9,11.6
2020-04-04,14,5.9,13.6
2020-04-04,15,6.4,14.5
2020-04-04,16,7.9,17.8
2020-04-04,17,7.6,17.2
2020-04-04,18,7.6,17.9
2020-04-04,19,7.5,17.2
2020-04-04,20,8.3,19.0
2020-04-04,21,6.5,15.2
2020-04-04,22,13.0,16.5
2020-04-04,23,29.1,17.8
2020-04-05,0,27.6,16.2
2020-04-05,1,21.5,14.2
2020-04-05,2,15.4,12.8
2020-04-05,3,10.4,14.5
2020-04-05,4,7.5,14.6
2020-04-05,5,6.1,12.5
2020-04-05,6,3.8,9.7
2020-04-05,7,3.1,9.0
2020-04-05,8,2.6,7.5
2020-04-05,9,2.8,8.2
2020-04-05,10,2.5,7.0
2020-04-05,11,2.7,8.1
2020-04-05,12,2.7,7.8
2020-04-05,13,2.7,8.0
2020-04-05,14,5.9,15.6
2020-04-05,15,4.3,10.8
2020-04-05,16,3.9,10.7
2020-04-05,17,5.7,13.7
2020-04-05,18,5.3,11.9
2020-04-05,19,6.5,14.2
2020-04-05,20,5.0,13.1
2020-04-05,21,44.8,24.5
2020-04-05,22,49.5,28.0
2020-04-05,23,32.3,18.0
2020-04-06,0,23.2,14.5
2020-04-06,1,14.8,12.5
2020-04-06,2,9.1,14.3
2020-04-06,3,5.6,12.6
2020-04-06,4,5.0,11.9
2020-04-06,5,4.5,11.2
2020-04-06,6,5.3,13.0
2020-04-06,7,5.4,13.7
2020-04-06,8,5.3,13.0
2020-04-06,9,5.0,12.2
2020-04-06,10,5.5,13.1
2020-04-06,11,5.3,12.5
2020-04-06,12,5.5,13.9
2020-04-06,13,4.6,11.8
2020-04-06,14,4.1,11.3
2020-04-06,15,4.3,11.7
2020-04-06,16,4.2,11.6
2020-04-06,17,6.7,16.1
2020-04-06,18,7.8,17.3
2020-04-06,19,7.6,16.9
2020-04-06,20,7.1,16.4
2020-04-06,21,8.4,17.4
2020-04-06,22,28.3,18.4
2020-04-06,23,19.8,14.5
2020-04-07,0,12.8,16.4
2020-04-07,1,8.6,16.7
2020-04-07,2,6.2,14.3
2020-04-07,3,4.8,11.8
2020-04-07,4,4.4,11.2
2020-04-07,5,3.6,10.2
2020-04-07,6,2.9,8.7
2020-04-07,7,2.5,8.0
2020-04-07,8,3.0,8.8
2020-04-07,9,5.0,13.0
2020-04-07,10,6.0,14.9
2020-04-07,11,6.0,15.2
2020-04-07,12,7.7,18.9
2020-04-07,13,8.3,20.8
2020-04-07,14,8.1,20.2
2020-04-07,15,8.8,21.0
2020-04-07,16,11.4,25.9
2020-04-07,17,10.2,23.7
2020-04-07,18,9.4,22.6
2020-04-07,19,8.8,20.6
2020-04-07,20,7.7,18.0
2020-04-07,21,15.7,21.9
2020-04-07,22,11.1,23.6
2020-04-07,23,7.8,18.5
2020-04-08,0,6.9,17.4
2020-04-08,1,6.8,17.4
2020-04-08,2,7.0,17.3
2020-04-08,3,6.6,17.2
2020-04-08,4,6.6,16.5
2020-04-08,5,7.0,17.8
2020-04-08,6,7.2,18.3
2020-04-08,7,7.2,17.1
2020-04-08,8,7.6,18.9
2020-04-08,9,7.4,17.5
2020-04-08,10,6.6,15.8
2020-04-08,11,6.3,15.8
2020-04-08,12,7.9,18.3
2020-04-08,13,8.0,18.1
2020-04-08,14,7.6,17.6
2020-04-08,15,7.0,16.2
2020-04-08,16,6.8,16.4
2020-04-08,17,6.7,15.8
2020-04-08,18,6.9,15.6
2020-04-08,19,13.2,26.5
2020-04-08,20,26.5,28.7
2020-04-08,21,29.9,24.6
2020-04-08,22,22.3,20.7
2020-04-08,23,15.2,19.7
2020-04-09,0,11.2,18.0
2020-04-09,1,10.7,18.2
2020-04-09,2,9.4,18.8
2020-04-09,3,8.2,17.2
2020-04-09,4,7.4,16.5
2020-04-09,5,6.6,15.1
2020-04-09,6,6.5,15.5
2020-04-09,7,5.7,14.4
2020-04-09,8,5.6,13.6
2020-04-09,9,5.3,13.6
2020-04-09,10,6.6,16.5
2020-04-09,11,6.5,15.8
2020-04-09,12,6.1,14.1
2020-04-09,13,5.6,13.6
2020-04-09,14,5.6,14.1
2020-04-09,15,6.0,14.2
2020-04-09,16,5.8,13.5
2020-04-09,17,6.1,14.4
2020-04-09,18,6.2,14.0
2020-04-09,19,7.4,15.8
2020-04-09,20,7.8,16.4
2020-04-09,21,11.0,23.2
2020-04-09,22,27.4,23.3
2020-04-09,23,36.6,26.6
2020-04-10,0,31.1,20.3
2020-04-10,1,26.2,18.3
2020-04-10,2,21.5,17.3
2020-04-10,3,17.8,15.8
2020-04-10,4,14.9,15.9
2020-04-10,5,13.0,15.3
2020-04-10,6,12.1,17.4
2020-04-10,7,11.9,19.0
2020-04-10,8,12.4,19.8
2020-04-10,9,12.0,19.3
2020-04-10,10,13.1,21.0
2020-04-10,11,12.2,20.0
2020-04-10,12,12.3,18.0
2020-04-10,13,11.9,18.6
2020-04-10,14,11.2,18.9
2020-04-10,15,10.2,17.9
2020-04-10,16,9.0,17.3
2020-04-10,17,9.3,17.9
2020-04-10,18,9.5,17.9
2020-04-10,19,9.9,18.5
2020-04-10,20,11.0,18.1
2020-04-10,21,12.4,16.8
2020-04-10,22,17.4,18.1
2020-04-10,23,42.4,29.3
2020-04-11,0,41.4,26.8
2020-04-11,1,36.6,23.4
2020-04-11,2,31.8,21.0
2020-04-11,3,28.6,18.8
2020-04-11,4,26.2,18.4
2020-04-11,5,24.2,18.6
2020-04-11,6,22.4,17.0
2020-04-11,7,21.6,17.3
2020-04-11,8,21.6,26.8
2020-04-11,9,29.7,22.1
2020-04-11,10,51.0,87.3
2020-04-11,11,25.7,39.2
2020-04-11,12,21.4,21.8
2020-04-11,13,24.8,41.6
2020-04-11,14,24.8,32.2
2020-04-11,15,26.0,22.6
2020-04-11,16,30.0,28.1
2020-04-11,17,28.4,19.6
2020-04-11,18,27.2,20.7
2020-04-11,19,31.9,21.8
2020-04-11,20,34.2,24.1
2020-04-11,21,34.2,22.0
2020-04-11,22,82.9,45.7
2020-04-11,23,65.5,34.8
2020-04-12,0,62.0,33.2
2020-04-12,1,53.4,34.4
2020-04-12,2,47.6,34.5
2020-04-12,3,43.0,29.1
2020-04-12,4,36.5,22.0
2020-04-12,5,35.2,24.5
2020-04-12,6,32.6,22.2
2020-04-12,7,30.0,19.1
2020-04-12,8,28.6,19.7
2020-04-12,9,26.9,18.2
2020-04-12,10,25.2,18.5
2020-04-12,11,24.1,17.1
2020-04-12,12,23.0,15.8
2020-04-12,13,20.5,14.8
2020-04-12,14,20.3,15.9
2020-04-12,15,20.3,16.4
2020-04-12,16,20.6,16.0
2020-04-12,17,21.6,17.7
2020-04-12,18,21.6,16.2
2020-04-12,19,21.3,16.5
2020-04-12,20,23.3,23.4
2020-04-12,21,54.8,37.7
2020-04-12,22,51.1,36.7
2020-04-12,23,42.3,32.1
2020-04-13,0,35.7,23.5
2020-04-13,1,30.2,17.8
2020-04-13,2,27.2,18.0
2020-04-13,3,25.6,19.2
2020-04-13,4,23.8,17.6
2020-04-13,5,24.0,18.3
2020-04-13,6,24.6,26.4
2020-04-13,7,24.7,23.7
2020-04-13,8,23.3,18.5
2020-04-13,9,20.9,17.5
2020-04-13,10,21.9,17.0
2020-04-13,11,19.9,15.2
2020-04-13,12,19.1,16.5
2020-04-13,13,18.3,14.8
2020-04-13,14,18.7,15.4
2020-04-13,15,17.3,15.4
2020-04-13,16,17.9,15.5
2020-04-13,17,16.7,16.2
2020-04-13,18,16.1,16.6
2020-04-13,19,15.2,16.7
2020-04-13,20,15.9,15.9
2020-04-13,21,35.3,23.5
2020-04-13,22,50.3,34.5
2020-04-13,23,47.3,33.2
2020-04-14,0,43.1,30.2
2020-04-14,1,38.3,24.6
2020-04-14,2,34.8,21.6
2020-04-14,3,32.5,20.4
2020-04-14,4,29.6,19.2
2020-04-14,5,28.7,18.3
2020-04-14,6,28.7,19.8
2020-04-14,7,26.7,18.7
2020-04-14,8,24.4,16.5
2020-04-14,9,23.3,16.0
2020-04-14,10,21.7,14.4
2020-04-14,11,21.0,14.8
2020-04-14,12,21.1,16.2
2020-04-14,13,19.8,14.4
2020-04-14,14,20.1,16.4
2020-04-14,15,20.0,17.3
2020-04-14,16,24.7,16.6
2020-04-14,17,23.0,18.5
2020-04-14,18,22.2,15.9
2020-04-14,19,21.1,16.3
2020-04-14,20,21.1,17.7
2020-04-14,21,22.4,19.6
2020-04-14,22,22.6,21.3
2020-04-14,23,21.9,20.6
2020-04-15,0,20.5,16.8
2020-04-15,1,19.5,17.0
2020-04-15,2,19.2,16.7
2020-04-15,3,17.8,15.0
2020-04-15,4,17.5,14.3
2020-04-15,5,18.0,15.9
2020-04-15,6,17.6,19.5
2020-04-15,7,17.0,18.6
2020-04-15,8,16.2,20.1
2020-04-15,9,15.2,20.4
2020-04-15,10,13.1,21.5
2020-04-15,11,10.1,20.4
2020-04-15,12,8.4,18.2
2020-04-15,13,6.6,14.9
2020-04-15,14,5.0,11.7
2020-04-15,15,4.3,10.6
2020-04-15,16,3.4,9.2
2020-04-15,17,3.3,9.1
2020-04-15,18,3.8,10.0
2020-04-15,19,3.3,9.4
2020-04-15,20,3.0,8.4
2020-04-15,21,3.1,8.4
2020-04-15,22,3.5,9.4
2020-04-15,23,4.0,10.4
2020-04-16,0,4.6,11.6
2020-04-16,1,4.6,11.2
2020-04-16,2,5.0,12.1
2020-04-16,3,5.6,12.8
2020-04-16,4,4.8,11.6
2020-04-16,5,5.4,12.7
2020-04-16,6,5.1,12.8
2020-04-16,7,4.9,12.1
2020-04-16,8,4.0,10.4
2020-04-16,9,4.8,11.9
2020-04-16,10,5.7,14.2
2020-04-16,11,5.2,12.5
2020-04-16,12,5.0,12.7
2020-04-16,13,5.1,12.2
2020-04-16,14,6.4,14.7
2020-04-16,15,6.5,14.6
2020-04-16,16,6.4,14.9
2020-04-16,17,5.7,13.4
2020-04-16,18,5.2,12.8
2020-04-16,19,5.2,12.1
2020-04-16,20,8.0,14.6
2020-04-16,21,8.0,16.2
2020-04-16,22,7.3,15.1
2020-04-16,23,7.7,16.1
2020-04-17,0,7.5,15.7
2020-04-17,1,8.0,17.1
2020-04-17,2,7.3,14.7
2020-04-17,3,8.1,16.4
2020-04-17,4,7.5,15.0
2020-04-17,5,7.4,16.0
2020-04-17,6,7.8,16.6
2020-04-17,7,9.5,17.5
2020-04-17,8,9.4,18.8
2020-04-17,9,7.2,15.4
2020-04-17,10,6.3,13.7
2020-04-17,11,7.2,14.4
2020-04-17,12,42.9,41.7
2020-04-17,13,18.1,18.8
2020-04-17,14,7.1,15.1
2020-04-17,15,7.5,16.7
2020-04-17,16,8.6,16.2
2020-04-17,17,7.7,15.7
2020-04-17,18,8.0,16.2
2020-04-17,19,7.2,14.8
2020-04-17,20,6.2,13.2
2020-04-17,21,6.6,14.4
2020-04-17,22,8.9,16.9
2020-04-17,23,9.8,17.5
2020-04-18,0,10.9,19.2
2020-04-18,1,10.9,18.0
2020-04-18,2,10.8,17.6
2020-04-18,3,10.2,16.8
2020-04-18,4,10.7,18.2
2020-04-18,5,10.8,18.1
2020-04-18,6,10.2,18.5
2020-04-18,7,9.9,18.1
2020-04-18,8,9.3,17.4
2020-04-18,9,9.2,17.0
2020-04-18,10,8.8,17.8
2020-04-18,11,8.8,17.3
2020-04-18,12,9.7,18.8
2020-04-18,13,9.4,18.6
2020-04-18,14,10.1,18.6
2020-04-18,15,9.2,18.2
2020-04-18,16,8.9,16.8
2020-04-18,17,10.2,16.5
2020-04-18,18,11.5,16.2
2020-04-18,19,11.7,16.8
2020-04-18,20,17.8,14.3
2020-04-18,21,15.8,14.0
2020-04-18,22,16.5,13.7
2020-04-18,23,20.3,16.9
2020-04-19,0,21.5,16.7
2020-04-19,1,21.4,18.3
2020-04-19,2,21.0,16.8
2020-04-19,3,21.1,17.0
2020-04-19,4,19.5,18.6
2020-04-19,5,20.5,18.6
2020-04-19,6,20.8,18.6
2020-04-19,7,21.5,17.6
2020-04-19,8,21.5,17.0
2020-04-19,9,24.2,19.3
2020-04-19,10,27.3,20.0
2020-04-19,11,33.2,23.1
2020-04-19,12,33.0,21.4
2020-04-19,13,30.3,20.8
2020-04-19,14,27.7,17.8
2020-04-19,15,26.4,18.9
2020-04-19,16,23.2,16.4
2020-04-19,17,19.6,16.4
2020-04-19,18,17.9,15.9
2020-04-19,19,15.5,14.7
2020-04-19,20,13.4,14.6
2020-04-19,21,12.8,17.9
2020-04-19,22,12.6,18.4
2020-04-19,23,10.4,16.8
2020-04-20,0,10.3,16.8
2020-04-20,1,11.0,18.8
2020-04-20,2,9.6,17.3
2020-04-20,3,9.9,16.2
2020-04-20,4,10.3,18.4
2020-04-20,5,8.8,16.9
2020-04-20,6,9.4,16.2
2020-04-20,7,9.9,20.5
2020-04-20,8,10.6,22.3
2020-04-20,9,11.1,24.2
2020-04-20,10,33.3,27.6
2020-04-20,11,41.8,28.1
2020-04-20,12,23.2,26.5
2020-04-20,13,16.1,26.1
2020-04-20,14,9.0,20.2
2020-04-20,15,7.7,16.7
2020-04-20,16,6.8,15.0
2020-04-20,17,7.2,16.4
2020-04-20,18,7.0,15.6
2020-04-20,19,7.0,15.6
2020-04-20,20,7.4,16.0
2020-04-20,21,8.3,16.7
2020-04-20,22,15.1,13.9
2020-04-20,23,14.8,13.4
2020-04-21,0,13.3,12.4
2020-04-21,1,11.7,15.1
2020-04-21,2,10.6,14.8
2020-04-21,3,9.2,14.9
2020-04-21,4,8.7,16.8
2020-04-21,5,9.3,16.7
2020-04-21,6,8.9,16.6
2020-04-21,7,10.0,18.3
2020-04-21,8,10.4,17.5
2020-04-21,9,11.6,21.4
2020-04-21,10,12.5,23.2
2020-04-21,11,11.9,21.5
2020-04-21,12,12.0,23.3
2020-04-21,13,11.8,23.6
2020-04-21,14,12.0,21.2
2020-04-21,15,13.2,23.8
2020-04-21,16,18.8,36.1
2020-04-21,17,24.6,34.1
2020-04-21,18,15.3,27.7
2020-04-21,19,16.4,20.6
2020-04-21,20,23.0,19.8
2020-04-21,21,25.8,16.4
2020-04-21,22,23.6,14.6
2020-04-21,23,20.3,13.6
2020-04-22,0,18.8,11.3
2020-04-22,1,18.4,12.8
2020-04-22,2,19.5,12.9
2020-04-22,3,19.6,13.0
2020-04-22,4,21.2,13.4
2020-04-22,5,20.8,14.2
2020-04-22,6,29.5,18.5
2020-04-22,7,31.2,17.6
2020-04-22,8,44.1,23.7
2020-04-22,9,50.9,26.9
2020-04-22,10,60.3,31.5
2020-04-22,11,63.0,32.4
2020-04-22,12,60.5,31.5
2020-04-22,13,61.1,31.6
2020-04-22,14,59.1,30.6
2020-04-22,15,65.8,33.9
2020-04-22,16,63.1,32.5
2020-04-22,17,62.4,32.4
2020-04-22,18,67.7,34.7
2020-04-22,19,63.8,33.0
2020-04-22,20,73.6,37.7
2020-04-22,21,65.3,34.0
2020-04-22,22,61.3,31.6
2020-04-22,23,62.2,32.2
2020-04-23,0,66.2,34.0
2020-04-23,1,64.2,33.1
2020-04-23,2,63.4,33.9
2020-04-23,3,61.6,31.8
2020-04-23,4,55.0,28.6
2020-04-23,5,59.0,31.2
2020-04-23,6,60.9,32.3
2020-04-23,7,66.9,34.6
2020-04-23,8,58.8,32.1
2020-04-23,9,59.1,30.6
2020-04-23,10,63.2,32.5
2020-04-23,11,60.3,31.3
2020-04-23,12,60.8,49.4
2020-04-23,13,74.2,89.9
2020-04-23,14,68.4,56.2
2020-04-23,15,64.8,47.4
2020-04-23,16,64.0,41.3
2020-04-23,17,57.0,31.9
2020-04-23,18,55.0,30.2
2020-04-23,19,53.8,29.0
2020-04-23,20,62.2,32.4
2020-04-23,21,60.8,31.3
2020-04-23,22,61.4,31.8
2020-04-23,23,58.0,30.4
2020-04-24,0,58.3,30.2
2020-04-24,1,56.3,29.4
2020-04-24,2,56.0,29.1
2020-04-24,3,56.0,29.4
2020-04-24,4,58.0,29.9
2020-04-24,5,55.0,28.4
2020-04-24,6,55.7,28.8
2020-04-24,7,63.1,32.8
2020-04-24,8,63.3,32.5
2020-04-24,9,58.7,30.7
2020-04-24,10,55.2,28.8
2020-04-24,11,51.3,26.7
2020-04-24,12,50.9,26.5
2020-04-24,13,49.8,25.8
2020-04-24,14,49.3,26.1
2020-04-24,15,53.0,27.6
2020-04-24,16,52.7,27.8
2020-04-24,17,64.3,32.9
2020-04-24,18,24.4,19.6
2020-04-24,19,40.9,22.3
2020-04-24,20,47.1,24.5
2020-04-24,21,75.5,38.8
2020-04-24,22,80.3,40.8
2020-04-24,23,72.8,37.6
2020-04-25,0,70.4,36.6
2020-04-25,1,79.5,40.5
2020-04-25,2,67.6,34.9
2020-04-25,3,50.7,26.7
2020-04-25,4,48.1,25.8
2020-04-25,5,46.9,24.9
2020-04-25,6,55.8,29.2
2020-04-25,7,57.2,29.6
2020-04-25,8,66.7,34.4
2020-04-25,9,59.0,38.4
2020-04-25,10,10.6,16.3
2020-04-25,11,10.6,18.7
2020-04-25,12,9.3,20.7
2020-05-02,21,5.1,12.8
2020-05-02,22,18.5,14.8
2020-05-02,23,11.5,18.0
2020-05-03,0,7.6,15.8
2020-05-03,1,6.2,13.9
2020-05-03,2,5.0,12.0
2020-05-03,3,4.5,11.2
2020-05-03,4,3.7,10.0
2020-05-03,5,3.7,10.2
2020-05-03,6,3.4,9.7
2020-05-03,7,2.7,7.8
2020-05-03,8,4.1,12.0
2020-05-03,9,3.3,9.6
2020-05-03,10,3.6,9.4
2020-05-03,11,3.0,8.4
2020-05-03,12,2.8,8.4
2020-05-03,13,5.5,13.6
2020-05-03,14,5.6,14.3
2020-05-03,15,4.4,12.1
2020-05-03,16,4.4,11.6
2020-05-03,17,4.3,11.5
2020-05-03,18,4.1,11.1
2020-05-03,19,4.3,11.3
2020-05-03,20,8.5,15.2
2020-05-03,21,8.7,18.2
2020-05-03,22,5.3,12.9
2020-05-03,23,4.4,11.5
2020-05-04,0,4.1,11.1
2020-05-04,1,3.0,8.3
2020-05-04,2,3.9,10.8
2020-05-04,3,4.5,11.9
2020-05-04,4,3.2,8.2
2020-05-04,5,4.0,10.8
2020-05-04,6,3.9,10.2
2020-05-04,7,4.6,12.0
2020-05-04,8,4.0,9.9
2020-05-04,9,3.7,10.4
2020-05-04,10,3.4,10.1
2020-05-04,11,4.3,11.0
2020-05-04,12,4.1,11.1
2020-05-04,13,6.3,14.0
2020-05-04,14,6.7,14.6
2020-05-04,15,7.5,15.7
2020-05-04,16,5.2,11.4
2020-05-04,17,4.0,10.0
2020-05-04,18,4.9,11.0
2020-05-04,19,29.3,16.4
2020-05-04,20,26.6,16.0
2020-05-04,21,17.7,12.0
2020-05-04,22,12.8,12.8
2020-05-05,0,6.1,12.4
2020-05-05,1,5.5,11.8
2020-05-05,2,5.3,12.7
2020-05-05,3,5.1,12.3
2020-05-05,4,5.0,11.6
2020-05-05,5,3.8,10.0
2020-05-05,6,4.2,11.4
2020-05-05,7,3.9,10.5
2020-05-05,8,3.8,9.3
2020-05-05,9,4.5,10.6
2020-05-05,10,4.3,10.4
2020-05-05,11,3.5,8.9
2020-05-05,12,3.7,9.8
2020-05-05,13,4.1,10.4
2020-05-05,14,4.1,10.6
2020-05-05,15,4.0,10.4
2020-05-05,16,3.9,9.8
2020-05-05,17,4.1,10.0
2020-05-05,18,4.2,10.2
2020-05-05,19,5.1,12.3
2020-05-05,20,4.9,12.0
2020-05-05,21,5.6,12.9
2020-05-05,22,5.7,13.8
2020-05-05,23,5.3,12.8
2020-05-06,0,5.3,13.4
2020-05-06,1,7.0,16.4
2020-05-06,2,6.0,14.1
2020-05-06,3,7.2,16.8
2020-05-06,4,7.9,18.8
2020-05-06,5,5.7,14.1
2020-05-06,6,6.7,15.7
2020-05-06,7,6.5,15.7
2020-05-06,8,5.8,14.2
2020-05-06,9,5.0,12.9
2020-05-06,10,5.3,12.9
2020-05-06,11,4.8,12.3
2020-05-06,12,4.9,12.5
2020-05-06,13,4.5,11.8
2020-05-06,14,4.6,11.8
2020-05-06,15,4.1,11.1
2020-05-06,16,4.3,10.6
2020-05-06,17,4.9,12.6
2020-05-06,18,4.9,12.1
2020-05-06,19,5.1,12.3
2020-05-06,20,5.8,13.5
2020-05-06,21,6.9,14.2
2020-05-06,22,6.9,15.4
2020-05-06,23,7.9,18.2
2020-05-07,0,5.3,13.0
2020-05-07,1,4.9,11.6
2020-05-07,2,4.4,11.2
2020-05-07,3,4.7,11.6
2020-05-07,4,4.8,12.1
2020-05-07,5,4.9,12.2
2020-05-07,6,5.6,14.1
2020-05-07,7,3.5,9.3
2020-05-07,8,8.1,20.8
2020-05-07,10,11.7,16.4
2020-05-07,11,18.5,16.6
2020-05-07,12,11.5,16.1
2020-05-07,13,10.2,16.4
2020-05-07,14,11.0,16.4
2020-05-07,15,7.9,13.5
2020-05-07,16,8.0,14.9
2020-05-07,17,7.1,13.8
2020-05-07,18,22.5,20.2
2020-05-07,19,4.4,11.3
2020-05-07,20,4.0,10.6
2020-05-07,21,6.7,16.8
2020-05-07,22,5.5,14.0
2020-05-07,23,4.7,11.7
2020-05-08,0,4.8,12.4
2020-05-08,1,4.7,12.0
2020-05-08,2,4.3,11.2
2020-05-08,3,3.9,10.1
2020-05-08,4,3.8,9.9
2020-05-08,5,4.5,11.0
2020-05-08,6,5.3,15.0
2020-05-08,7,2.0,5.2
2020-05-08,8,4.1,12.2
2020-05-08,9,2.7,6.8
2020-05-08,10,6.2,9.6
2020-05-08,11,2.0,5.0
2020-05-08,12,6.1,15.9
2020-05-08,13,8.0,19.5
2020-05-08,14,3.1,9.4
2020-05-08,15,6.0,15.4
2020-05-08,16,8.9,20.2
2020-05-08,17,6.9,16.4
2020-05-08,18,4.4,11.0
2020-05-08,19,3.0,8.2
2020-05-08,20,3.7,10.8
2020-05-08,21,2.6,7.5
2020-05-08,22,2.4,6.4
2020-05-08,23,2.2,6.5
2020-05-09,0,2.1,5.8
2020-05-09,1,2.0,5.1
2020-05-09,2,2.0,4.7
2020-05-09,3,2.0,5.0
2020-05-09,4,2.1,5.6
2020-05-09,5,2.8,7.3
2020-05-09,6,3.6,9.2
2020-05-09,10,6.8,14.4
2020-05-09,11,5.2,11.9
2020-05-09,12,4.6,10.5
2020-05-09,13,4.7,11.9
2020-05-09,14,4.4,11.2
2020-05-09,15,3.9,9.6
2020-05-09,16,3.7,9.3
2020-05-09,17,3.3,8.7
2020-05-09,18,3.4,9.4
2020-05-09,19,3.7,9.3
2020-05-09,20,3.8,9.4
2020-05-09,21,3.8,10.4
2020-05-09,22,4.0,10.6
2020-05-09,23,4.2,10.3
2020-05-10,0,4.0,10.5
2020-05-10,1,3.9,10.2
2020-05-10,2,4.2,10.9
2020-05-10,3,4.2,10.6
2020-05-10,4,4.7,12.8
2020-05-10,5,4.2,10.3
2020-05-10,6,5.1,12.5
2020-05-10,7,8.3,18.9
2020-05-10,8,7.9,17.5
2020-05-10,9,11.0,18.6
2020-05-10,10,25.0,26.8
2020-05-10,11,17.9,24.2
2020-05-10,12,15.0,20.3
2020-05-10,13,12.4,19.2
2020-05-10,14,9.3,18.1
2020-05-10,15,12.4,14.4
2020-05-10,16,12.8,19.5
2020-05-10,17,10.0,17.6
2020-05-10,18,7.6,15.4
2020-05-10,19,6.7,14.2
2020-05-10,20,5.9,13.6
2020-05-10,21,5.8,13.4
2020-05-10,22,5.2,11.8
2020-05-10,23,6.2,14.2
2020-05-11,0,7.2,17.1
2020-05-11,1,10.7,23.8
2020-05-11,2,9.0,20.2
2020-05-11,3,9.5,22.0
2020-05-11,4,13.7,31.5
2020-05-11,5,13.2,24.2
2020-05-11,6,17.0,31.0
2020-05-11,7,17.9,35.5
2020-05-11,8,13.4,28.7
2020-05-11,9,9.6,20.6
2020-05-11,10,8.7,18.8
2020-05-11,11,9.3,20.0
2020-05-11,12,7.5,15.8
2020-05-11,13,7.2,13.5
2020-05-11,14,7.2,13.9
2020-05-11,15,7.3,13.6
2020-05-11,16,8.2,13.8
2020-05-11,17,11.4,19.7
2020-05-11,18,12.9,20.9
2020-05-11,19,10.9,19.4
2020-05-11,20,9.7,17.7
2020-05-11,21,9.2,16.3
2020-05-11,22,8.9,18.2
2020-05-11,23,8.1,17.3
2020-05-12,0,8.8,18.5
2020-05-12,1,8.6,17.6
2020-05-12,6,12.4,27.4
2020-05-12,7,13.4,26.5
2020-05-12,8,16.2,40.0
2020-05-12,9,14.3,31.7
2020-05-12,10,28.3,41.5
2020-05-12,11,21.9,41.3
2020-05-12,12,22.1,37.2
2020-05-12,13,24.9,37.0
2020-05-12,14,29.6,35.7
2020-05-12,15,23.1,39.6
2020-05-12,16,19.7,40.4
2020-05-12,17,27.3,45.0
2020-05-12,18,28.2,50.2
2020-05-12,19,18.4,44.4
2020-05-12,20,14.1,33.7
2020-05-12,21,14.2,34.4
2020-05-12,22,13.4,30.3
2020-05-12,23,12.4,28.1
2020-05-13,0,13.5,31.7
2020-05-13,1,12.2,28.8
2020-05-13,2,10.9,25.8
2020-05-13,3,10.6,25.2
2020-05-13,4,11.0,26.1
2020-05-13,5,23.3,53.2
2020-05-13,6,18.8,45.0
2020-05-13,7,18.1,42.4
2020-05-13,8,17.0,40.3
2020-05-13,9,14.2,32.5
2020-05-13,10,12.2,27.9
2020-05-13,11,10.8,26.7
2020-05-13,12,12.7,30.2
2020-05-13,13,11.5,28.7
2020-05-13,14,11.4,27.5
2020-05-13,15,11.3,28.1
2020-05-13,16,14.0,32.0
2020-05-13,17,16.8,37.9
2020-05-13,18,16.7,37.7
2020-05-13,19,7.4,17.4
2020-05-13,20,9.5,21.7
2020-05-13,21,10.4,22.8
2020-05-13,22,11.3,23.6
2020-05-13,23,10.8,23.7
2020-05-14,0,10.4,22.2
2020-05-14,1,9.8,20.9
2020-05-14,2,9.1,19.6
2020-05-14,3,8.6,19.0
2020-05-14,4,8.7,19.3
2020-05-14,5,9.2,20.8
2020-05-14,6,8.9,19.4
2020-05-14,7,22.4,44.2
2020-05-14,8,12.6,29.8
2020-05-14,9,12.4,28.1
2020-05-14,10,11.7,25.8
2020-05-14,11,10.9,24.5
2020-05-14,12,9.7,21.6
2020-05-14,13,9.3,21.5
2020-05-14,14,8.0,18.8
2020-05-14,15,7.7,17.9
2020-05-14,16,6.7,16.6
2020-05-14,17,6.1,15.0
2020-05-14,18,5.8,14.1
2020-05-14,19,6.1,14.1
2020-05-14,20,6.5,15.0
2020-05-14,21,9.3,18.2
2020-05-14,22,9.9,20.2
2020-05-14,23,10.3,19.5
2020-05-15,0,11.0,23.3
2020-05-15,1,12.3,24.7
2020-05-15,2,12.0,24.4
2020-05-15,3,11.1,22.1
2020-05-15,4,11.5,23.8
2020-05-15,5,12.0,25.0
2020-05-15,6,11.2,23.5
2020-05-15,7,12.5,29.2
2020-05-15,8,12.4,29.0
2020-05-15,9,11.4,25.7
2020-05-15,10,10.8,24.4
2020-05-15,11,10.5,23.2
2020-05-15,12,10.1,22.3
2020-05-15,13,10.4,23.0
2020-05-15,14,9.1,21.8
2020-05-15,15,7.8,18.8
2020-05-15,16,7.2,17.6
2020-05-15,17,7.9,18.2
2020-05-15,18,8.7,19.6
2020-05-15,19,11.1,21.4
2020-05-15,20,12.9,22.4
2020-05-15,21,15.7,24.3
2020-05-15,22,16.6,24.1
2020-05-15,23,17.1,27.0
2020-05-16,0,16.9,26.6
2020-05-16,1,15.8,26.7
2020-05-16,2,14.3,27.4
2020-05-16,3,13.7,27.1
