AREA_SIZE,x,y,price
2300.0,2816356.4941000007,4209486.885200001,27600.0
650.0,2816799.0053999983,4209705.549800001,7800.0
1256.0,2829701.916200001,4205558.207500003,15072.0
220.0,2826051.5496000014,4208366.120499998,2640.0
500.0,2830705.657499999,4203925.884300001,6500.0
500.0,2759105.6691999994,4559423.786200002,12000.0
252.491,2759090.9136999995,4559478.981399998,5868.6
202.121,2759084.188000001,4559449.163199998,4847.6
85.54100000000001,2792475.4288000017,4445185.612499997,
29.0,2824312.1411999986,4391604.679300003,
500.0,2798878.1558,4527259.251199998,1532.2
150.0,2795907.1706999987,4516525.252700001,1560.0
400.0,2823943.3751999997,4391731.111199997,
440.0,2798925.773600001,4516204.079800002,2288.0
356.0,2803617.056499999,4512955.6338,2843.36
500.0,2799857.975499999,4527671.499399997,1063.66
104.841,2787850.712200001,4525122.291699998,464.3
60.0,2775720.8233999982,4557361.633599997,720.0
500.0,2831295.735100001,4203755.326899998,6500.0
289.0,2830615.4199,4203936.969300002,3757.0
76.0,2830653.9103999995,4203929.605700001,2038.0
22.0,2815337.8194000013,4161991.0244999975,401.0
40.0,2815309.386500001,4161987.8011000007,4148.0
499.501,2370456.227499999,4546878.495999999,
500.0,2698493.785799999,4981523.527400002,
250.0,2821655.3555999994,4209699.326200001,3000.0
100.0,2815902.5067000017,4398801.696800001,
500.0,2819380.5086000003,4404967.575999998,
500.0,2825391.773499999,4395150.632700004,
500.0,2819481.067400001,4404845.287799999,
83.211,2815770.9202999994,4399359.647500001,
200.0,2702490.324099999,4523133.1592999995,2400.0
400.0,2702503.400199998,4523067.742299996,5600.0
250.0,2706748.9662999995,4531220.5057,3000.0
200.0,2702867.0500000007,4520167.596900001,2800.0
410.0,2710659.2952000014,4533576.412299998,5740.0
350.0,2738526.9032000005,4414694.454599999,
216.621,2730891.6783000007,4410123.681000002,6468.6
130.0,2830804.6352999993,4203926.062200002,1560.0
130.0,2830813.3665000014,4203926.449600004,1560.0
235.0,2830964.141899999,4203924.012400001,2820.0
300.0,2831094.8662,4203880.384300001,3900.0
385.0,2834723.498100002,4203863.4553999975,4620.0
500.0,2823103.1184,4209867.646200001,6000.0
29.0,2830543.3839999996,4203947.864,3090.0
2838.0,2836169.0581,4204072.919299997,34056.0
2456.0,2836329.2666999996,4204073.683600001,29472.0
67.0,2813437.3324999996,4160676.3774999976,335.0
100.0,2776187.3038999997,4558550.261600003,1500.0
510.0,2748862.6986000016,4571146.686999999,7296.0
510.0,2755426.9342,4562359.772600003,16624.0
430.0,2759041.335200001,4559479.4714,10200.0
121.0,2759112.780000001,4559398.438699998,3019.8
200.0,2723494.6581000015,4392658.3467999995,240450.0
50.0,2730696.541200001,4405798.473700002,4750.0
20.0,2730294.5418,4406202.908399999,2000.0
300.0,2748850.731800001,4429373.4152000025,
85.0,2748417.819699999,4429799.471500002,
148.0,2842327.5879000016,4162708.726899997,592.0
50.0,2826787.4305000007,4207014.364600003,700.0
385.0,2791511.5889,4209889.244199999,3030.0
100.0,2791508.7841,4209869.198299997,3030.0
220.0,2831345.4431000017,4203737.4038999975,2860.0
750.0,2825483.831799999,4209868.305299997,9000.0
50.0,2825523.2076000012,4209865.544799998,
30.0,2831926.6055000015,4203628.231799997,
200.0,2832240.1400999986,4203637.893700004,2400.0
2065.0,2833287.2029,4203634.504900001,24780.0
179.491,2756979.7533,4561899.118600003,3212.82
171.101,2759701.724399999,4557965.582800001,2306.4
100.0,2792547.950199999,4445286.4749,
250.0,2769690.328499999,4493049.8423999995,5001.0
51.801,2744627.748399999,4442305.236400001,
200.0,2748789.1526999995,4429541.498199999,
60.0,2770146.9891999997,4493544.176100001,1080.0
110.0,2776924.401299998,4493628.829700001,2200.0
250.0,2771629.7446000017,4503350.272399999,4500.0
69.391,2798506.3060999997,4516360.186700001,902.07
499.0,2831364.8621000014,4203735.295599997,6487.0
50.0,2831886.9820999987,4203644.665399998,
305.0,2831969.5001000017,4203638.317400001,3965.0
591.0,2832028.1207999997,4203630.4124,7683.0
190.0,2833890.4089,4203729.418499999,2280.0
50.0,2834342.3927999996,4203859.439499997,2444.0
55.0,2826049.5401999988,4208697.227899998,660.0
52.0,2827335.8583999984,4206530.873400003,676.0
40.0,2828379.5124999993,4205704.9738000035,2720.0
2146.0,2832393.7511,4203642.816500001,25752.0
400.0,2769397.099300001,4498081.916199997,10300.0
400.0,2769365.8583999984,4497946.791199997,10310.0
120.0,2776933.5146000013,4493610.5374,2400.0
200.0,2716323.407400001,4529659.1646,3200.0
20.0,2702867.040600002,4520146.698399998,1780.0
281.62100000000004,2802996.035500001,4513324.759999998,4393.272
500.0,2806929.729800001,4513684.709899999,1170.0
315.0,2803128.5654999986,4513235.616300002,1293.44
171.0,2802391.9202000014,4513567.8440999985,1067.04
499.951,2807476.9466000013,4513984.821999997,1660.0
50.0,2833919.7743000016,4203739.315700002,
253.0,2834321.5771999992,4203866.1450999975,3289.0
49.0,2827429.8464,4206465.4629999995,637.0
98.0,2827428.5187,4206463.106799997,1274.0
188.0,2834344.0544999987,4203868.1521999985,2444.0
1234.0,2834476.9510999992,4203836.951700002,14808.0
200.0,2832268.7602999993,4203637.235399999,2400.0
2146.0,2832538.7608000003,4203665.057999998,25752.0
60.0,2830659.240600001,4203941.024700001,2430.0
38.0,2812994.979499999,4209208.7201000005,418.0
50.0,2821343.7980999984,4209643.143200003,
127.0,2827304.2622999996,4206544.554499999,1651.0
50.0,2827390.9793,4206498.298900001,
1107.0,2828328.660100002,4205733.456600003,13284.0
88.87100000000001,2776916.364599999,4493641.770800002,1777.4
50.0,2769978.8422,4491823.5867,30000.0
160.241,2806279.397999998,4513322.656800002,749.92
315.0,2803132.498300001,4513237.8342999965,1293.44
420.0,2807378.787999999,4513741.976800002,1197.0
500.0,2822978.9265,4209841.6809,6000.0
50.0,2823032.9246000014,4209832.646200001,
50.0,2831151.032200001,4203851.575000003,
222.0,2831266.4833000004,4203781.093500003,2886.0
30.0,2830656.721999999,4203923.9318,2430.0
400.0,2795038.4032999985,4209996.305500001,3200.0
300.0,2790928.8550000004,4209934.507399999,3000.0
60.0,2826821.956700001,4206989.839400001,5050.0
87.0,2828863.1983999982,4205573.982000001,1044.0
2306.0,2829509.850200001,4205533.613399997,31212.0
510.0,2755536.227000002,4562287.947300002,16624.0
500.0,2759118.063299998,4559436.464000002,12000.0
40.0,2792367.2696,4444997.907499999,
100.0,2612044.025699999,4742807.407399997,
39.861,2598493.803199999,4746395.522100002,
112.261,2556181.131000001,4771991.128899999,
80.211,2613990.0023999996,4745010.855700001,
157.01,2551560.002799999,4571027.393399999,
499.821,2603983.6092999987,4743051.796499997,
48.531,2571111.705499999,4765749.760899998,
100.0,2597500.728,4745153.9921,
149.931,2552106.0626999997,4768005.2258,
45.72,2551606.4771,4571074.075000003,
86.85000000000001,2551613.0626000017,4571080.7114999965,
187.291,2634200.456599999,4737652.402800001,
80.0,2775715.163400002,4557253.339900002,960.0
138.6,2551625.783599999,4571093.558399998,2598.75
485.0,2631815.798300002,4741626.9058,
510.0,2748869.1253999993,4571122.907700002,7296.0
40.0,2755607.682,4562252.446800001,3296.0
510.0,2777755.3323,4546865.664999999,5880.0
510.0,2755644.100299999,4562206.068800002,16624.0
450.0,2665603.209399998,4753132.857699998,
300.0,2603939.7859999985,4743719.7766999975,
400.0,2609504.8192999996,4741969.689900003,14500.0
239.941,2573991.285700001,4765216.7685,
182.831,2574037.0999,4765070.497000001,
360.0,2574000.045600001,4786769.509499997,
375.0,2615499.843800001,4739692.124700002,
500.0,2576377.9239000008,4763103.797399998,
217.761,2578207.9858999997,4781737.3222,
108.841,2552358.409699999,4768503.571900003,
49.691,2568848.382100001,4766865.026299998,
12.121,2552024.932500001,4767585.859899998,
85.0,2613591.5923999995,4744921.3367,
500.0,2579191.7927,4780353.560500003,
152.101,2561939.0625,4768343.401799999,
56.471,2545961.5584000014,4763321.7102999985,
500.0,2633274.7140000015,4739115.991099998,
299.511,2640199.3729000017,4742182.594700001,
110.0,2607053.658500001,4741801.6039,
153.351,2552079.1407000013,4767918.050300002,
510.0,2755653.8497,4562215.868199997,16624.0
510.0,2756144.848099999,4561893.864500001,16624.0
121.0,2759117.5835999995,4559396.173199996,3019.8
110.0,2766442.401799999,4548873.455600001,3544.0
500.0,2686927.068599999,4973633.584700003,
500.0,2660984.027899999,4977187.4745000005,
500.0,2697710.9864999987,4980996.692199998,
500.0,2707992.581099998,4992178.5205999985,
235.0,2609348.2179999985,4742032.027599998,
499.381,2576294.5124000013,4763275.6635000035,
176.251,2552118.0786000006,4768053.2029,
100.151,2611953.096999999,4742680.149400003,
49.341,2552031.834399998,4767696.280000001,
100.0,2611583.9450999983,4741276.789899997,
156.0,2573936.1206,4786867.589400001,
158.0,2613688.640999999,4744972.778499998,
500.0,2806217.8321,4209130.619999997,6000.0
70.0,2833430.1363000013,4162712.405299999,280.0
3228.0,2822165.4882000014,4209744.936999999,38736.0
500.0,2791639.746199999,4209894.607000001,5000.0
200.0,2662429.6081999987,4976328.474200003,
500.0,2669123.770500001,4973605.4912,
80.0,2769946.308699999,4491777.357199997,3500.0
50.0,2769973.6235000007,4491823.458700001,30000.0
100.0,2769369.4525000006,4498285.183399998,17000.0
120.0,2821484.656199999,4209661.5407000035,1440.0
50.0,2822428.5865,4209747.828500003,
85.0,2818113.601399999,4209486.585600004,1020.0
50.0,2819358.4618000016,4209563.5207,
1069.0,2823248.2540999986,4209899.690800004,12828.0
1234.0,2834517.8183000013,4203825.951899998,14808.0
180.0,2831256.589299999,4203790.686999999,5090.0
50.0,2831251.0165,4203777.733499996,5090.0
2456.0,2836395.7322999984,4204134.632100001,29472.0
2456.0,2836454.203899998,4204133.850699998,29472.0
2000.0,2793990.3658000007,4209892.980999999,2000.0
1000.0,2822680.126899998,4209789.1635000035,12000.0
366.0,2818129.3596,4209497.569499999,11092.0
1589.0,2818399.953400001,4209448.885399997,19068.0
100.0,2769725.305399999,4493007.114500001,
150.0,2776932.9974999987,4493580.2632,3000.0
186.0,2807247.555399999,4513658.306699999,2176.2
44.571000000000005,2798528.5055,4516351.051299997,579.41
500.0,2716455.2566,4529708.604000002,8000.0
78.0,2824321.3489999995,4163564.847199999,312.0
50.0,2830430.5106999986,4204006.300399996,
500.0,2830521.353399999,4203971.628700003,6500.0
30.0,2831917.1215000004,4203628.271300003,
252.0,2832139.2448000014,4203635.068300001,3276.0
2146.0,2832699.9596999995,4203630.629900001,25752.0
750.0,2834022.969999999,4203797.779700004,9000.0
480.0,2816292.7650000006,4209454.177100003,15981.33
300.0,2831862.7663000003,4203649.186800003,3900.0
470.0,2831927.5606999993,4203643.189599998,7760.0
34.0,2826811.149700001,4206999.9164,2426.0
230.341,2660491.836100001,4977727.119000003,
410.0,2710772.671599999,4533586.724600002,5740.0
200.0,2732803.0381000005,4407875.002800003,
200.0,2721311.1407000013,4395833.2654,
200.0,2722674.5157999992,4400438.062700003,16000.0
17.501,2730307.7404999994,4406208.279299997,1750.0
169.401,2776383.9712000005,4493348.366499998,3049.2000000000003
44.0,2826068.4952000007,4208737.444300003,528.0
50.0,2826177.4869999997,4208001.168300003,
28.0,2826873.0012999997,4206969.429700002,2212.0
270.0,2609063.8915,4704258.330600001,1152.0
250.0,2735328.9420000017,4709281.344300002,2500.0
118.0,2658713.8715000004,4634928.389300004,1180.0
29.341,2548091.9924999997,4698345.322499998,234.72
110.201,2533655.7547000013,4496500.442599997,1322.4
239.441,2533570.6717000008,4499418.613700002,2633.84
88.821,2533623.8790000007,4496469.505500004,1065.84
103.311,2533895.8378,4496824.027999997,1239.72
39.301,2530621.604699999,4505731.0298999995,393.0
32.0,2739387.852000002,4979804.7727999985,
203.0,2739026.273600001,4955046.731399998,
150.0,2742907.956,4951035.847400002,
299.701,2746455.3850999996,4980502.9344,
72.661,2552217.9310000017,4940323.375699997,1017.24
129.0,2550943.4959999993,4939848.026299998,1806.0
105.0,2546764.7947999984,4939004.922399998,1365.0
126.701,2546636.5177000016,4939008.941699997,1647.1
90.781,2551872.984700002,4940185.5309000015,1270.92
43.751000000000005,2551173.8803999983,4939926.730899997,612.5
15.501,2546597.4888999984,4939015.592500001,971.62
100.0,2705626.019099999,4584039.2064,800.0
83.0,2609063.5582999997,4703837.273199998,
70.0,2609073.8356,4703842.4846,
300.0,2731215.338399999,4700193.747299999,2400.0
15.0,2623638.7650000006,4648958.2095,4000.0
161.541,2631594.968699999,4632175.513899997,1975.0
29.121,2635133.8805,4637421.293899998,291.2
214.111,2609009.0199999996,4704134.239200003,1927.0
70.0,2739671.3638000004,4979815.366999999,1260.0
,2955003.938299998,4484204.2348000035,
,2954751.789900001,4484601.5682,
,2957393.8572000004,4488148.319499999,
,2957451.410700001,4488165.2641,
,2956166.1334000006,4486869.038199998,
,2956203.4268000014,4486937.654600002,
,2954455.779199999,4488687.162299998,
54.951,2549773.039999999,4939514.340599999,2401.28
1.131,2549779.391899999,4939493.078900002,2401.28
120.611,2551925.3894999996,4940204.803300001,3714.2
200.0,2552263.5901000015,4940338.624300003,2800.0
170.33100000000002,2548711.5097000003,4939276.500600003,6209.06
36.751000000000005,2548727.771600001,4939264.554300003,6209.06
443.841,2624485.7369999997,4647959.0293999985,3550.72
143.631,2694259.9820999987,4638155.670000002,1149.04
364.0,2638103.4431000017,4967979.701800004,3094.0
500.0,2638609.725200001,4969344.760899998,4250.0
491.0,2639514.1499999985,4962842.749300003,4250.0
54.0,2694784.0623999983,4604656.5524,486.0
83.45100000000001,2629522.713100001,4641281.9668999985,667.6
77.061,2658652.6198000014,4634923.0211,770.6
200.0,2721283.4912,4580218.385799997,1600.0
150.0,2695152.724800002,4597139.484099999,200.0
350.0,2724817.8176999986,4574503.551200002,2800.0
100.0,2736622.0091999993,4956979.706699997,
15.0,2622366.4706000015,4649917.3451000005,3510.0
20.0,2756168.2481999993,4969743.985100001,
164.20100000000002,2741388.970400002,4981251.786799997,
63.0,2756542.655000001,4972890.9868,
500.0,2800327.5276999995,5005347.4164,
200.0,2644418.0155999996,4635860.8972999975,3600.0
180.0,2609076.5128999986,4703791.421999998,1620.0
180.0,2609094.0621000007,4703781.340000004,1620.0
300.0,2638683.6290999986,4969541.655199997,2550.0
307.611,2637722.8016999997,4966498.9821000025,2614.69
500.0,2639247.838300001,4970787.777599998,4250.0
350.13100000000003,2640416.3016000018,4962699.160599999,2976.11
70.0,2639427.3858999982,4962829.202100001,1050.0
200.0,2638258.8253000006,4968436.733400002,1720.0
150.0,2735787.3280999996,4709746.179399997,1500.0
40.0,2572430.035799999,4720433.568800002,
126.0,2620569.5449,4661895.9498,1008.0
107.901,2658699.1972999983,4634927.840899996,1079.0
75.531,2658981.8894000016,4634735.513700001,
200.0,2756039.831799999,4971555.488499999,
200.0,2756188.5755999982,4972215.678499997,
12.601,2545087.3499,4473513.853600003,
100.0,2548892.7437999994,4461590.2157000005,750.0
16.011,2544600.704399999,4474272.3737,120.07500000000002
26.821,2545351.5309999995,4473374.5832,201.15
320.0,2609025.180399999,4704267.997900002,1152.0
96.0,2658284.7947999984,4634892.372599997,960.0
46.0,2634962.0132,4637039.255999997,460.0
26934.0,2736162.5626999997,4710266.0546,2693.4
,2954799.6394999996,4484673.042999998,
,2954824.1088000014,4484702.400300004,
15.0,2748689.4880999997,4953245.883100003,
275.0,2741580.886500001,4981498.063600004,
200.0,2737653.8029000014,4978528.304799996,
500.0,2638575.539799999,4969252.720799997,4250.0
499.291,2638325.1686999984,4968583.686700001,4243.97
250.0,2640300.7238,4962802.003300004,2125.0
200.0,2748704.0786000006,4953244.632200003,
330.0,2756050.1950000003,4971626.007100001,
51.431,2658976.5056999996,4634742.9868,
300.0,2583720.7474999987,4722938.126599997,2400.0
172.621,2583722.075100001,4722803.634099998,1380.96
200.0,2734952.493999999,4703918.601800002,1600.0
82.601,2545264.653499998,4473427.274400003,619.5
50.0,2541578.1281000003,4480880.947700001,375.0
50.0,2545535.9111,4473266.400700003,375.0
97.0,2545238.8603999987,4473436.6521999985,727.5
30.0,2550099.9257000014,4465571.0999,
500.0,2544120.316399999,4474831.6635000035,3750.0
70.601,2549524.5221000016,4455229.283,529.5
500.0,2755325.3638999984,4975089.060800001,
101.0,2738103.6204000004,4979297.780000001,1818.0
400.0,2742724.0265999995,4951110.999300003,
200.0,2545794.416700002,4938984.511200003,
84.0,2540120.8693000004,4937950.770999998,766.0
437.561,2547687.973700002,4939105.009599999,
105.761,2552237.7217000015,4940330.4943,
500.0,2640533.2699000016,4962601.065300003,4250.0
15.0,2639732.835900001,4962864.201099999,3050.0
270.0,2637882.5086000003,4967163.395300001,2295.0
296.271,2650678.784600001,4635809.6426,2666.43
110.0,2597428.6983999982,4685213.7478,990.0
258.481,2619342.9508000016,4661350.626500003,2067.84
38.501000000000005,2658830.894099999,4634885.6083,
489.491,2556550.808699999,4449260.8222,3671.175
200.0,2548498.3702000007,4467299.3440999985,1500.0
51.0,2545569.2765000015,4473254.819600001,382.5
300.0,2756501.2501999997,4972857.8741,
254.601,2534131.026900001,4497040.024899997,3055.2
163.791,2533899.345800001,4496811.6620000005,1965.48
273.13100000000003,2534174.7732999995,4497077.196999997,3277.56
220.0,2755988.248300001,4970655.357199997,
90.661,2739058.4816999994,4954999.645800002,
1059.931,2645164.6785999984,4635436.233900003,19078.74
500.0,2638808.7753,4969844.2663,4250.0
150.0,2638012.8663999997,4967787.043499999,
49.871,2546710.084100001,4939009.976300001,960.31
164.131,2549007.332699999,4924884.2870000005,2685.43
101.651,2551884.6334999986,4940190.455700003,
100.0,2609143.669,4703806.256099999,1620.0
180.0,2609078.9058,4703782.271300003,1620.0
150.0,2626230.670499999,4687897.759099998,
45.501000000000005,2609065.648499999,4703871.6972,
187.0,2638386.1761000007,4968799.542099997,1589.5
32.0,2609537.3858999982,4702765.651100002,
201.571,2533733.2558999993,4496594.947300002,2418.84
397.751,2533682.3819000013,4496523.3314,4773.0
515.0,2534483.346099999,4498412.205200002,
175.61100000000002,2534077.991799999,4496989.489100002,2634.15
500.0,2801486.773699999,5004735.386600003,
150.0,2631593.6854999997,4631873.798500001,634.56
50.0,2756246.0527999997,4972377.7249,
48.791,2756059.6193000004,4970120.8587,
150.0,2751848.8915,4954320.431699999,
290.43100000000004,2551817.8643000014,4940164.453100003,
163.561,2551956.456700001,4940219.464500003,2289.84
200.0,2671146.223099999,4589624.079000004,6000.0
62.661,2552213.173799999,4940320.704099998,877.24
200.0,2638477.1273999996,4963265.7667,1700.0
2.781,2549898.728599999,4939524.885700002,3819.34
500.0,2549708.127700001,4939490.763499998,7000.0
320.0,2609026.6336999983,4704244.186899997,1152.0
186.541,2934032.425900001,4774589.490500003,
71.641,2466720.9985999987,4628690.700999998,400.0
40.641000000000005,2448446.2905,4636002.996799998,162.56
30.671000000000003,2448555.7250999995,4635833.869599998,122.68
114.26,2910071.5867,4646133.991999999,1599.64
331.161,2910283.9728000015,4642370.697899997,5960.88
484.0,2610400.1327,4701234.599399999,
50.0,2612352.1488000005,4698596.384099998,1200.0
120.0,2618975.4913999997,4661376.574199997,720.0
351.37100000000004,2623618.062199998,4648970.304300003,4000.0
351.37100000000004,2623662.9606,4648952.350900002,4000.0
500.0,2298873.0080999993,4735134.580200002,
1000.0,2304956.7974000014,4728477.659900002,180.0
150.0,2300377.2326,4733946.7695999965,750.0
500.0,2306018.213399999,4724559.0458,2500.0
515.0,2801486.774799999,5004735.387599997,
515.0,2836829.090399999,4995704.884300001,
515.0,2800805.963199999,5005143.7826000005,
125.0,2806925.7983999997,4850843.337099999,
90.641,2916973.1066000015,4724443.139899999,
87.90100000000001,2916777.7509999983,4724434.467799999,
100.0,2917588.6402000003,4724425.684799999,
247.141,2908389.8500999995,4734439.259800002,
350.0,2823803.6889999993,4853382.703400001,
15.0,2822528.7327000014,4852249.379799999,
102.0,2601650.3302000016,4719158.093199998,816.0
132.0,2672480.9725,4635968.908399999,1320.0
135.0,2694791.0529999994,4604672.734399997,1215.0
25.0,2541907.9453999996,4698993.476800002,200.0
135.0,2559012.714200001,4700301.156800002,1080.0
90.0,2559025.4532000013,4700281.501000002,1080.0
500.0,2269873.5385,4762568.2958,126.0
500.0,2270207.906399999,4762659.047499999,3500.0
360.0,2269905.7608999982,4762583.0331000015,
80.0,2269609.1097999997,4762388.269100003,4320.0
200.0,2271662.092099998,4762156.8292,
200.0,2271687.5298999995,4762163.450599998,
400.0,2287420.6389999986,4746806.295199998,2000.0
25.0,2801198.477400001,5004973.571900003,
515.0,2800967.204500001,5005090.7739999965,
515.0,2801285.7465000004,5004924.203299999,
515.0,2801143.023699999,5005011.732299998,
515.0,2824863.2558000013,4999695.893200003,
40.0,2838055.9580999985,4995343.145300001,
40.0,2830175.9543000013,4998107.267200001,
15.0,2822585.3071000017,4852374.948600002,
15.0,2949002.234000001,4718408.997100003,
100.0,2724787.5146999992,4703683.739100002,800.0
150.0,2601647.576299999,4719207.379900001,1600.0
200.0,2601635.103700001,4719204.644199997,1600.0
56.0,2729080.2129000016,4959813.501400001,2430.0
15.0,2739130.6352999993,4954921.551600002,1837.5
214.111,2609020.258299999,4704130.847400002,1927.0
160.0,2689783.360800002,4659479.6237,
15.0,2692200.6933999993,4643216.515000001,600.0
,2956755.3282000013,4480311.518799998,
262.101,2624540.5648999996,4647931.545400001,3550.72
,2956801.1997999996,4480362.483999997,
250.0,2756210.6669000015,4972296.522200003,
150.0,2910359.8740000017,4627196.419,2250.0
150.0,2907825.7985999994,4619913.376900002,3300.0
150.0,2907800.3345,4619903.554499999,3300.0
86.351,2911400.0755000003,4624750.724200003,1986.0
90.081,2909205.160500001,4638438.279700004,1891.68
349.25100000000003,2884363.837699998,4646446.761500001,4889.5
500.0,2521231.6515000015,4862973.237300001,5500.0
500.0,2521235.3011000007,4862983.044399999,5500.0
