AREA_SIZE,x,y,price
500.0,2269835.1220000014,4762551.1586000025,126.0
300.0,2271709.7628999986,4762163.523400001,1800.0
265.0,2271534.7206999995,4762247.557700001,238.5
500.0,2962012.6904999986,4728570.967600003,
315.0,2962671.1832999997,4726170.185400002,
500.0,2521204.8090999983,4862960.965599999,5500.0
500.0,2519234.952300001,4920994.585199997,
500.0,2518246.6622,4922051.858499996,
85.0,2515717.6411000006,4905343.631499998,1020.0
174.0,2515542.9992999993,4904641.258599997,2088.0
500.0,2521480.5593000017,4862889.254699998,1099.89
400.0,2517382.1801000014,4909273.686700001,4000.0
250.0,2312029.868999999,4601571.840599999,
500.0,2791254.6081999987,4209906.238300003,3000.0
347.0,2822705.992899999,4209780.120800003,4164.0
50.0,2812921.893199999,4209186.996399999,550.0
103.501,2618836.9329000004,4868761.979000002,
100.261,2602875.783399999,4860594.446400002,
362.011,2619665.9466000013,4857916.296899997,
500.0,2631977.3407000005,4863459.518200003,
83.59100000000001,2610268.000599999,4877369.092100002,
96.541,2619398.1766999997,4868475.888999999,
700.0,2623984.527800001,4866475.236599997,
15.0,2604680.1937000006,4745366.6963,
15.0,2605843.735800002,4745712.4086000025,
35.0,2665319.4499999993,4753087.098899998,
340.0,2661345.0031000003,4746615.253700003,
15.0,2608506.3049999997,4746953.056999996,
15.0,2613213.0449,4744619.244599998,
50.0,2611265.649099998,4741773.059600003,
291.461,2660078.1548000015,4745062.8561,
373.031,2578882.149500001,4760105.1558,
100.0,2303787.3277000003,4670164.1592999995,
166.67100000000002,2754176.5733999982,4954156.615999997,
52.181,2669223.2619999982,4616624.675899997,1147.96
500.0,2354752.6798,4720806.049400002,1000.0
320.0,2308297.9466000013,4700597.990400001,2560.0
394.681,2404609.062199998,4663187.7227,
68.291,2322652.4470999986,4713862.134999998,1638.96
224.121,2563389.0907000005,4609163.2544,1344.72
67.691,2306540.6525,4691513.2788999975,
66.331,2316114.2331999987,4673983.955799997,
21.0,2313502.5533999987,4673603.486299999,
497.0,2375496.390999999,4592570.118600003,
15.0,2374162.0042000003,4588091.606899999,710.0
484.0,2374150.9217999987,4588087.1652000025,3050.0
300.0,2349605.517499998,4561649.876699999,9450.0
202.801,2349595.056400001,4561523.871799998,6388.33
500.0,2538778.9287,4839997.9646999985,
104.701,2748834.9646000005,4177195.1384000033,578.22
460.0,3037407.1182999983,4425437.9736,
26.281,2550379.4926999994,4939655.226599999,797.44
50.0,2882140.4956,4167512.0713,750.0
15.0,2882127.4153999984,4167510.982500002,3000.0
192.0,2552346.322900001,4940373.621200003,2688.0
15.0,2279791.7245999984,4602752.913999997,
120.171,2308970.8187000006,4632051.217299998,
15.0,2307787.190200001,4633986.342600003,
492.031,2284661.834399998,4594119.753200002,
436.0,2283095.7470999993,4594942.809199996,
15.0,2284570.837200001,4594084.3508,
70.0,2756250.2567999996,4969574.967200004,882.0
106.621,2739061.340399999,4954975.600400001,4527.57
100.0,2735097.9175999984,4957341.4727,
50.0,2755978.4241999984,4970926.567699999,
50.0,2756060.3795999996,4971682.501100004,
108.071,2906799.731899999,4191490.941399999,1621.05
88.221,2564252.340500001,4712210.196000002,705.76
25.0,2564257.2245000005,4712227.149099998,800.0
93.411,2739073.333900001,4954986.087399997,4527.57
500.0,2757043.3176000006,4960330.865699999,
105.0,3021139.479200002,4408161.222099997,
265.0,3021451.7402999997,4408486.5546,
,2956793.500599999,4480383.1994,
39.0,2932395.8335000016,4375503.683399998,
85.0,2932410.7324,4375490.447300002,
22.361,2957239.4188,4488048.7114999965,
2596.6510000000003,2876491.511500001,4165409.6604999974,38949.75
50.0,2821485.6460999995,4860805.2337,
500.0,2791737.375,4842942.135700002,
500.0,2791683.168299999,4842958.251599997,
11219.0,2739099.3095999993,4954951.927699998,2900.8
300.0,2669512.9497000016,4594290.429799996,8400.0
180.0,2738258.5407,4956017.558499999,
7079.0,2735735.499200002,4976844.827,
399.0,2549221.890299998,4939372.385600001,
270.031,2549895.6374000013,4939541.750299998,3819.34
499.991,2916492.4441,4724426.568599999,
500.0,2790343.6000000015,4844930.110600002,
15.0,2790376.1044000015,4844895.027000003,
95.0,2789720.6523,4848342.6875,
45.081,2918209.7853999995,4724367.164399996,
500.0,2401882.6787,4513332.438000001,
15.0,2401902.599800002,4513371.700499997,
500.0,2401697.920400001,4513562.570900001,
15.0,2401731.697900001,4513573.047399998,
500.0,2411906.4505999982,4496217.748300001,2500.0
500.0,2407236.9584,4505602.926899999,2590.0
500.0,2410454.5029999986,4499528.43,2590.0
351.481,2957253.611299999,4488044.475599997,
28.0,2957429.335999999,4488163.0568,
50.0,3048725.6642999984,4358468.880800001,
56.901,2630449.3280999996,4636888.813699998,455.2
15.0,2631591.7302,4632170.8125,1975.0
153.881,2635102.0482,4637361.8204,1538.8
15.471,2635127.971099999,4637410.759800002,154.7
15.0,2641076.4367999993,4637387.136799999,1000.0
214.111,2609008.101599999,4704143.729800001,1927.0
9.071,2565202.1515000015,4700754.008100003,699.45
100.0,2663277.6281000003,4674393.500600003,600.0
153.751,2564131.432,4704241.885899998,
416.0,2610080.4706999995,4701720.3543,3744.0
150.0,2740565.7608000003,4952819.185199998,
265.0,3021460.8761,4408478.212300003,
150.0,2735174.9070000015,4708647.549199998,1500.0
200.0,3021487.2776999995,4408511.001000002,
160.0,3021521.8658999987,4408565.732900001,
,2933591.2095,4376380.418099999,
52.0,3094523.0945999995,4386760.496299997,364.0
155.0,3096538.0058999993,4386501.434600003,
330.74100000000004,2384197.5456999987,4625702.069499999,4934.12
28.641,2313456.1136000007,4673579.983800001,
252.0,2301611.2892999984,4697729.302900001,
200.0,2306074.9525999986,4680724.650700003,
150.0,2306724.4360000007,4690972.4602999985,
100.0,2303798.3660000004,4670185.023599997,
250.0,2292665.322900001,4669126.249799997,
250.0,2790246.6994000003,4845100.177000001,
15.0,2305867.771400001,4680034.262000002,
40.0,2790211.9461999983,4855610.2421,
2677.451,2349865.1499999985,4562744.726999998,
500.0,2408728.5595000014,4502969.124600001,2500.0
500.0,2411299.477000002,4497659.799400002,2500.0
30.0,2756473.6385000013,4972821.226199999,
500.0,2407079.791000001,4505869.543700002,2590.0
37.0,2830564.5989000015,4203945.243000001,3465.0
366.0,2818088.6911000013,4209490.0934000015,11092.0
200.0,2549246.215500001,4384343.495999999,2500.0
200.0,2549257.3902000003,4384340.539999999,
999.541,2876216.784000002,4165335.294399999,14993.1
200.0,2875452.104699999,4165041.7942999974,
50.0,2874982.124200002,4164838.3187000006,2050.0
500.0,2874571.41,4164705.0869000033,7500.0
120.0,2609080.967,4704138.086000003,1927.0
100.0,2596659.0912999995,4686776.9388,5100.0
57.251000000000005,2601603.9191000015,4719411.9252,458.0
50.0,2601651.4327999987,4719397.713399999,458.0
50.0,2607976.0854,4707527.252099998,3600.0
416.0,2610063.747200001,4701717.711300001,3744.0
740.0,2583845.831700001,4723077.7075999975,5920.0
30.191000000000003,2634813.4373999983,4636555.343699999,301.9
150.0,2714547.5973999985,4574951.146899998,1200.0
37.601,2608083.1988000013,4707209.978100002,
27.951,2635050.002799999,4637244.2117,279.5
276.68100000000004,2637772.5736999996,4966701.061099999,2351.78
500.0,2641312.5047999993,4974578.6044000015,4300.0
500.0,2639364.6763000004,4971052.420199998,4250.0
500.0,2639628.185800001,4971553.656900004,4300.0
500.0,2639910.5568999983,4962922.979199998,4300.0
100.0,2638612.1180999987,4969320.013899997,850.0
9.0,2639524.771299999,4962814.573299997,4250.0
5196.0,2739086.1224999987,4954941.166199997,2900.8
299.44,2669848.2157000005,4595205.865099996,
500.0,2355411.3847000003,4703507.304499999,2000.0
48.501000000000005,2305901.2212000005,4680148.4782000035,5000.0
110.151,2303833.5341,4670204.932999998,
30.0,2306162.3126000017,4680381.688900001,
100.0,2306811.2551000006,4690923.197499998,
500.0,2293183.3409,4689621.818300001,
300.0,2874494.7151000015,4164666.990500003,4500.0
8.0,2296985.6481,4615066.5955,
88.98100000000001,2296793.7043000013,4615174.2348000035,
150.0,2301651.066399999,4616246.782499999,
50.0,2294860.7003000006,4618627.9058,
88.34100000000001,2296695.0381999984,4615236.313600004,
4.0,2292942.666999999,4622257.735600002,
495.0,2268403.2773,4616413.4586,
500.0,2411794.397700001,4496504.496399999,2500.0
500.0,2408404.4301000014,4503593.231299996,2500.0
500.0,2408881.769299999,4502717.158799998,
231.0,2366207.5100999996,4550721.059900001,2326.6666666666665
15.0,2366207.2553000003,4550736.858199999,1516.6666666666667
100.0,2367634.470400002,4549677.791599996,1016.6666666666666
14.501,2895958.8823000006,4166822.466600001,2500.0
2000.0,2893105.6052,4168859.0446999967,30000.0
102.791,2892809.2454999983,4168997.945,4111.6
50.311,2892036.7567000017,4169219.281900003,2012.4
451.0,2862273.331099998,4188616.277500003,13981.0
166.45100000000002,2862127.3005999997,4186559.970100001,3162.55
200.0,2862115.833900001,4186526.021600001,3800.0
20.0,2862112.2545999996,4186488.397399999,1648.0
670.0,2861969.6917000003,4188058.718999997,20770.0
324.0,2583612.843899999,4722789.8094,3232.0
294.401,2583700.9001,4722894.057899997,2355.2
64.0,2583960.0516000018,4723396.6787,512.0
182.0,2583863.9208000004,4723277.576099999,1456.0
640.0,2583804.1865000017,4723097.817599997,5920.0
15.0,2673134.106400002,4675385.955899999,600.0
15.0,2685177.266899999,4668235.717799999,600.0
65.0,2612324.2195000015,4698581.259400003,1200.0
120.0,2756073.723700002,4971751.519900002,
115.0,2293944.0702,4668576.743500002,
100.0,2294594.109099999,4665341.451300003,
70.0,2562075.3183000013,4373549.440200001,875.0
620.0,2876264.3462999985,4165353.011,1860.0
124.151,2673336.0117000006,4598403.188100003,3476.2000000000003
129.371,2673701.2806,4598631.5825999975,3622.36
42.211,2756228.970899999,4969600.0358000025,
6300.0,2756190.265900001,4969728.510499999,
100.0,2739091.622200001,4979761.874300003,
212.261,2331559.5912999995,4674022.670900002,
500.0,2293226.475400001,4689838.307300001,
500.0,2369133.7646000013,4548331.481899999,5016.666666666667
231.0,2366081.4926999994,4550800.205300003,2326.6666666666665
400.0,2562405.853,4373608.052599996,
40.0,2565247.182599999,4372439.859999999,480.0
100.0,2557614.475900002,4365911.5195999965,5500.0
10.141,2558082.8698000014,4370778.510700002,253.5
25.201,2558114.0736999996,4370708.806500003,630.0
49.801,2873895.0645000003,4164402.4886000007,1995.0
2029.0,2873703.4384000003,4164073.2043000017,30435.0
97.801,2297354.1832000017,4595212.340899996,
15.0,2290146.2551999986,4645496.537799999,
430.0,2315534.09,4590915.176799998,
100.0,2311974.9098999985,4601689.803099997,
100.0,2315540.096099999,4590320.044799998,
15.0,2303193.2311000004,4590902.069799997,
500.0,2315525.9296999983,4590724.870899998,
1000.0,2864010.0834,4989796.935699999,1908.0
515.0,2876818.224399999,4989917.0119,6038.0
53.461000000000006,2879492.0648000017,4989043.413599998,1348.0
300.0,2279932.5735,4601240.4604,
170.0,2660977.9536999986,4863522.704499997,
45.0,2891803.2333999984,4169224.643299997,675.0
90.0,2735423.6668,4957318.753700003,
169.0,2635083.218699999,4637325.242200002,
109.301,2564116.644200001,4704280.0353000015,824.72
210.0,2583958.857000001,4723535.685699999,
6869.0,2658857.7470000014,4634858.572899997,
72.911,2658797.7969999984,4634910.412600003,729.1
500.0,2638642.593899999,4969413.844700001,4250.0
192.0,2637837.780299999,4966979.2217999995,1632.0
194.721,2637641.548300002,4963624.525399998,1655.12
465.601,2637813.064100001,4966872.423799999,3957.6
49.0,2429140.727600001,4634306.244099997,392.0
29.311,2346259.6668,4702523.191399999,
500.0,2361242.464400001,4622585.361100003,
40.0,2305891.1536,4680135.767999999,
110.0,2302057.2452999987,4698381.795900002,
350.0,2303763.8315000013,4670161.720399998,
152.0,2296102.6761000007,4664880.674000002,
173.251,2292637.113499999,4669124.035700001,
500.0,2293263.1790000014,4690015.8116,
50.0,2306137.4919000007,4680371.362499997,
15.0,2306659.888700001,4690457.979500003,
492.201,2301458.1119999997,4616272.8411,
1100.0,2872435.4428000003,4163916.470700003,17750.0
1100.0,2872378.2124000005,4163918.877800002,17750.0
265.0,2274232.0922,4613890.616700001,
280.68100000000004,2268415.4217999987,4602355.999300003,
180.0,2273822.707800001,4602211.042000003,
250.271,2275370.402899999,4604692.944399998,
224.0,2297111.5709999986,4595337.380900003,
102.0,2283208.5119999982,4594804.277999997,
200.0,2297545.9239999987,4595102.3396999985,
300.0,2371791.5276000015,4543538.5506,3766.6666666666665
500.0,2367349.028900001,4549922.710900001,5016.666666666667
500.0,2367225.215999998,4550010.568999998,5016.666666666667
71.051,2891384.9574000016,4169049.836099997,1065.75
80.221,2891392.0298999995,4169059.341499999,
299.331,2906514.561999999,4191739.0978000015,4489.95
164.0,2865269.390999999,4164738.3971000016,2460.0
79.0,2865270.7738999985,4164743.9958999977,1185.0
101.0,2865235.061700002,4164705.8483000025,1515.0
90.0,2865226.2930000015,4164693.459399998,1350.0
105.0,2865175.5231,4164656.880500004,1575.0
300.0,2312476.9990000017,4588819.424900003,
970.0,2315551.1904000007,4591161.075000003,
400.0,2311899.0568000004,4601894.0195999965,
38.0,3096581.507100001,4386487.114799999,
4.0,3099036.9197999984,4386523.504100002,800.0
29.141,3101113.4886000007,4385212.588500001,437.1
225.0,2541496.7349000014,4697098.4045,
63.701,2658901.864599999,4634816.013800003,637.0
15.0,2687322.045499999,4661596.6098000035,11100.0
100.0,2687330.7113999985,4661604.2685,800.0
500.0,2690052.4389000013,4659304.9016999975,1008.4
76.501,2692133.6917999983,4643123.161700003,765.0
70.0,2739809.0483999997,4979922.390699998,
20.0,2296830.6114999987,4615153.039999999,
443.371,2275319.3002999984,4607039.4274,
71.0,2739095.695700001,4954959.142300002,
225.011,2676750.9514999986,4554382.888599999,
187.581,2672702.34,4576113.571199998,
400.0,2673125.6810999997,4577352.772600003,
185.861,2673099.4151999988,4570492.007399999,
100.0,2879024.1576000005,4756731.5594,
55.801,2292643.065299999,4669139.125799999,
500.0,2293210.689399998,4689766.246299997,
500.0,2293204.4978,4689738.936700001,
15.0,2367309.541099999,4549977.597099997,1516.6666666666667
500.0,2370267.458900001,4547105.985200003,
500.0,2371416.8260999992,4545484.092100002,
138.561,2370803.5700999983,4546423.557599999,
205.401,2370600.872200001,4546674.435800001,
330.0,2370556.9979000017,4546744.823100001,
500.0,2558312.096900001,4365085.819799997,27500.0
149.0,2554187.346999999,4368477.148500003,
222.681,2557752.9607000016,4370906.2817,
500.0,2315358.421100002,4589386.856200002,
188.4,2315525.1385000013,4590621.9802,
518.721,2315539.389899999,4590408.615400001,
100.0,2641566.0282999985,4900555.065499999,
2596.6510000000003,2876288.105300002,4165358.3292,38949.75
12.0,2879433.3429000005,4989055.542599998,288.0
4.0,3099020.9714,4386016.464900002,800.0
100.0,2477831.7008999996,4417360.533,
5.0,2545031.0328,4512281.017200001,1600.0
200.0,2831857.6400000006,4203637.813299999,3900.0
46.631,2565207.3962000012,4700746.084700003,699.45
62.301,2568526.681499999,4712814.750100002,1298.4
399.841,2738331.943500001,4955812.069600001,
15.0,2570581.3209999986,4717284.864299998,
49.981,2583083.7459999993,4697432.7557,450.0
,2929502.4026999995,4371623.854099996,
,2935020.6072000004,4380491.031099997,
,2935282.1592999995,4380416.054200001,
,2933659.726599999,4373504.861500002,
,2946394.0568999983,4373917.9208,
,2932515.526299998,4375576.597000003,
,2946404.6695999987,4373901.692100003,
240.0,3101283.406100001,4381044.469400004,1680.0
200.0,2288373.599399999,4674642.5842999965,
30.801,2292564.7892000005,4687778.247599997,
18.0,2306505.960200001,4681240.155699998,
45.0,2306069.4573,4680665.395900004,
200.0,2306588.8429999985,4688313.614500001,
515.0,2874629.8658999987,4990240.8213,6038.0
500.0,2412964.8161000013,4493521.4054000005,2590.0
455.0,2408935.5493,4502633.259900004,
391.421,2370245.061900001,4547127.328400001,5871.3
300.0,2371815.6939999983,4543387.629799999,3766.6666666666665
15.0,2367647.393599998,4549677.885200001,1516.6666666666667
15.0,2371797.0659000017,4543562.965899996,226.66666666666663
400.0,2562414.9136000015,4373615.636399999,13600.0
20.0,2564237.0835000016,4712330.261100002,480.0
222.681,2557759.214499999,4370905.239699997,
155.451,2557782.7102999985,4370918.838600002,
155.451,2557791.2754999995,4370907.296800002,
1237.931,2868068.8874999993,4164451.394599997,18568.95
50.0,2867626.071800001,4164703.409500003,750.0
517.0,2867204.9244999997,4164916.8439000025,4653.0
260.211,2867010.8046000004,4181006.679899998,5464.41
260.211,2866936.5639000013,4180972.662799999,5464.41
300.0,2547023.1103000008,4391017.533399999,
46.631,2324243.9963999987,4690231.945100002,1119.12
515.0,2874887.3806000017,4990172.7742,6038.0
153.931,2924370.6939000003,4191941.803900003,2308.9500000000003
1513.0,2864574.032200001,4196759.137999997,46903.0
133.0,2848007.8451000005,4164346.9909999967,1995.0
15.0,2847704.143599998,4164332.927100003,3050.0
60.0,2845530.7129000016,4207345.147399999,1260.0
301.68100000000004,2549811.906399999,4939529.248800002,5797.54
108.0,2549818.3647999987,4939510.458400004,5797.54
111.681,2315814.4059000015,4592076.644100003,
295.0,3102318.562199998,4385529.004000001,2065.0
172.0,3102519.833900001,4386723.254699998,
20.0,2562735.7316000015,4704872.893799998,
500.0,2536320.2250000015,4842837.465800002,3500.0
100.841,2692299.8902000003,4636782.346500002,1008.4
50.0,2692851.1479,4657435.386200003,400.0
72.73100000000001,2693881.3084999993,4605670.1664,654.57
88.971,2693945.685899999,4605650.6646,800.73
85.65100000000001,2694779.9946000017,4604785.9833,770.85
130.681,2694779.5111000016,4604775.172399998,1176.12
70.0,2672526.151999999,4575153.832900003,
77.551,2672916.4844000004,4575818.626800001,
375.411,2672846.185800001,4576907.2522,
1375.0,2756460.5194999985,4956259.5380000025,
30.0,2306009.4004000016,4680269.985100001,
100.0,2296702.841400001,4693910.477399997,
6.0,2293963.7402000017,4668535.5295,
40.0,2305836.827799998,4680033.3605,
500.0,2293219.215599999,4689804.981700003,
500.0,2293283.4089,4690164.915799998,
400.0,2303713.668400001,4670139.4130000025,
153.441,2301522.0176,4697633.097900003,
63.0,2306111.5102999993,4680904.4804000035,
319.0,2865876.5242,4165249.083800003,2871.0
120.0,2296878.9954000004,4595455.157300003,
179.20100000000002,2297462.246199999,4595147.630999997,
260.0,2273618.4516000003,4602194.640000001,
198.0,2275501.1794999987,4607393.192299999,
15.0,2265474.2584000006,4604402.4846,
250.0,2268203.512699999,4602734.9221,
180.0,2270141.715,4601454.601599999,
15.0,2359690.427099999,4554060.559900001,3800.0
500.0,2359938.837299999,4553955.130500004,4750.0
369.851,2349794.7021999992,4557854.7918,
500.0,2359854.7027000003,4553983.216799997,
15.0,2365838.225900002,4550969.9564,1175.0
490.681,2373044.3630000018,4530430.680600002,2944.08
496.961,2315533.0062000006,4590520.860299997,
499.0,2315550.0375999995,4590279.504900001,
494.0,2315503.2397999987,4589846.1778,
15.0,2308621.1052,4627393.396499999,
15.0,2308628.202399999,4627387.459399998,
200.0,2299357.5764999986,4635075.762800001,
20.0,3114352.3495000005,4308245.497500002,
50.0,2217343.0284,4826807.541199997,
47.511,2208926.434700001,4820443.140500002,
500.0,2406926.896499999,4506157.2896,2590.0
80.0,2544568.436900001,4474378.559799999,600.0
500.0,2530973.468199998,4846915.602899998,
200.0,2350086.9912,4563809.081699997,6300.0
300.0,2525656.9483999982,4860577.5315999985,
50.0,2747770.7437000014,4980090.900200002,
40.0,2739111.4913999997,4954949.495099999,
80.0,2739105.3814999983,4954941.131300002,
500.0,2756445.9103999995,4972773.4580999985,
250.0,2738167.7595000006,4956089.011699997,
40.0,2741984.8839000016,4951163.961800002,
2630.0,2735726.5150000006,4976829.701899998,
,2932409.899799999,4375475.000100002,
,2932378.463399999,4375429.806500003,
,2932386.338199999,4375442.273000002,
,2933593.3418000005,4376385.228600003,
,2933597.845899999,4376395.492299996,
,2928065.8735000007,4372328.857299998,
,2937069.9461000003,4380133.054300003,
,2958403.1363999993,4490344.157499999,
39.461,2628025.8022999987,4646470.710500002,3914.2
200.0,3044557.1602,4419253.657899998,
75.0,3003602.0852999985,4404475.073799998,
60.0,2564250.604200002,4712232.358099997,800.0
21.371,2558126.911699999,4370691.183300003,534.25
2029.0,2873789.9146,4164296.9432,30435.0
1214.0,2871836.4455000013,4163805.5286,7284.0
115.0,2657320.5791999996,4550754.0242,
179.941,2657359.8026,4550688.286700003,
173.651,2672475.8718999997,4575038.752400003,
500.0,2372541.6118,4535160.391500004,3366.6666666666665
500.0,2373076.5852999985,4537047.626199998,5000.0
34.841,2557854.8632999994,4370958.5227999985,871.0000000000001
356.0,2558212.6347000003,4365100.364200003,19580.0
11.231,2558079.3621000014,4371168.253899999,280.75
32.861000000000004,2558087.451299999,4371162.9626,821.5
499.911,2528615.2602999993,4411996.745899998,4999.1
499.341,2536161.1798,4411089.209899999,3994.72
67.651,2891374.6818999983,4169040.551700003,
48.531,2891353.9989,4168987.182099998,727.95
39.541,2891352.378800001,4168990.518299997,593.1
2596.6510000000003,2876328.202300001,4165353.025799997,38949.75
500.0,2412851.459399998,4493810.883100003,2500.0
22.091,2558140.964400001,4370901.8336,552.25
15.0,2384242.4442000017,4528312.702399999,9733.333333333334
102.281,2840016.0502000004,4205753.0205999985,1738.76
1372.371,2892758.0590000004,4169047.5425999984,20585.55
2596.6510000000003,2876377.906399999,4165353.623999998,38949.75
99.531,2863907.9404000007,4204948.8266,
500.0,2812331.667300001,4842714.655699998,
500.0,2864065.9970999993,4989781.643600002,
67.401,2693339.4047,4637617.471199997,
15.0,2705668.348700002,4584037.012599997,800.0
100.0,2706406.7441999987,4588300.178499997,800.0
69.501,2550454.109700002,4939675.287900001,973.0
250.0,2693155.3889999986,4606192.634300001,2000.0
50.201,2704998.410700001,4589510.515299998,401.6
499.6710000000001,2723425.454500001,4578238.920699999,3997.36
218.061,2734617.1732,4698887.561099999,1744.0
150.0,2735265.3115999997,4709133.111299999,1500.0
230.0,2735322.4426000006,4709257.129299998,2300.0
40.0,2674133.0064000003,4578038.264899999,
499.9810000000001,2672941.1378000006,4577066.435199998,
30.0,2305790.219999999,4680011.407799996,
60.0,2306084.3027999997,4680336.783399999,
267.601,2301910.6215000004,4698153.884999998,
30.0,2305748.0489999987,4679981.923699997,
500.0,2294146.6801000014,4691435.9978,
500.0,2294119.8561000004,4691360.272,
153.701,2296127.003899999,4664885.509000003,
63.0,2306160.665899999,4680997.960000001,
200.0,2292497.7617000006,4687614.832500003,
240.0,2878124.735100001,4751458.7852,
90.0,2789934.2446999997,4848768.643600002,
40.0,2273508.4125000015,4602194.7282000035,
60.541,2272547.5876,4602127.7214,
30.0,2891332.4941000007,4168978.055399999,450.0
30.0,2890982.3605999984,4168747.2469,450.0
414.791,2272623.3790000007,4602136.689800002,
50.0,2268469.088100001,4616499.719499998,
106.0,2296724.353599999,4595530.615400001,
306.0,2315528.965,4590572.2478,
300.0,2315320.6488999985,4589284.056699999,
492.031,2315391.2095,4589479.873800002,
5174.231000000001,2373261.2217999995,4538032.1281,51742.3
500.0,2383943.972100001,4528542.648699999,3366.6666666666665
500.0,2384235.629999999,4528304.6461,3366.6666666666665
15.0,2372445.6832999997,4539842.232799999,3866.6666666666665
500.0,2372833.814399998,4539320.2858000025,3366.6666666666665
12.0,2879437.6349,4989055.265100002,288.0
96.801,2658241.2712000012,4634899.0053,968.0
300.0,2447027.541700002,4440345.905599996,
37.621,2451946.2947999984,4619928.8527000025,
160.0,2487082.799800001,4602640.468900003,
228.0,2558719.5416,4509882.383900002,1368.0
80.0,2509949.421599999,4886863.166500002,
364.571,2552616.3830000013,4940495.235200003,5103.98
15.0,2379851.1569,4531172.841300003,2766.6666666666665
88.95100000000001,2537630.4574000016,4405759.093199998,1067.4
512.0,2863610.2918,4201614.4771,9728.0
100.0,2734484.8621000014,4699012.3505000025,800.0
100.0,2734936.227299999,4957306.985399999,
180.0,2739275.7421000004,4954712.177199997,
5836.0,2756191.5628999993,4969650.540299997,
32.501000000000005,2729056.5500999987,4959745.8967999965,
224.0,2739512.8194999993,4954055.2698,
71.501,2658946.554200001,4634775.286399998,715.0
200.0,2583850.0978999995,4723248.838500001,1600.0
404.0,2583689.468800001,4722741.994599998,3232.0
274.0,2572601.4789999984,4720541.1526999995,2192.0
176.0,2297151.1107,4595318.539300002,
180.0,2296906.1006000005,4595442.736400001,
201.601,2297528.3828000017,4595113.355300002,
48.0,2371527.4059999995,4544301.914899997,616.6666666666666
125.731,2675071.0819999985,4578232.016000003,
148.541,2670573.4869999997,4596020.9641999975,4159.12
499.501,2671261.460900001,4589444.507700004,14985.0
861.221,2660947.164999999,4541776.951300003,
500.0,2293256.654100001,4689973.7129999995,
29.741,2292605.313099999,4669110.632799998,
40.0,2306120.6711999997,4680921.267300002,
350.0,2291953.2375000007,4686557.015699998,
29.0,2305709.5760999992,4679949.934699997,
500.0,2376839.5447000004,4531928.608099997,3366.6666666666665
15.0,2376841.545600001,4531939.6818,2566.6666666666665
299.911,2518968.9833999984,4412043.244199999,2999.1
200.0,2518320.6306000017,4411980.011,2000.0
160.0,2516440.232900001,4410738.1888,1600.0
499.191,2516188.1077000014,4410690.973200001,4991.9
35.271,2564705.7159,4395589.894500002,899.39
49.271,2538177.865600001,4404535.262699999,615.88
603.0,2864392.526900001,4197192.7544,
603.0,2864347.0801,4197393.632299997,
60.0,2739522.671500001,4954030.989699997,1260.0
70.0,2847896.5451,4164345.134900004,1050.0
400.0,2791979.3275999986,4842542.817299999,
850.0,2790418.3324000016,4844769.667099997,
100.0,2886352.9908999987,4741092.327200003,
150.0,2796394.2459000014,4844428.221299998,
850.0,2790423.5879000016,4844724.202600002,
90.0,2877237.3718000017,4989830.4120000005,897.75
515.0,2874832.6369000003,4990185.114500001,6038.0
150.0,2863876.414799999,4989833.3935,1182.0
50.0,2641248.2644000016,4900916.094499998,
120.041,2415101.0650000013,4481152.350599997,
100.0,2755954.743999999,4970639.7051,
301.821,2552184.041000001,4940309.316200003,4225.48
77.0,2551051.104800001,4939884.102399997,1078.0
1.811,2546669.186900001,4939008.167000003,1861.86
239.331,2549830.5815000013,4939540.1206,4786.740000000001
102.581,2549836.2459999993,4939516.1603000015,4786.740000000001
43.111,2546781.086100001,4939020.626400001,560.43
236.201,2549726.8018000014,4939496.147200003,3306.7999999999997
60.0,2728524.5911,4701203.069399998,480.0
300.0,2735587.7963999994,4709651.8024,3000.0
300.0,2723404.8104999997,4711884.4706000015,2400.0
37.821000000000005,2306526.1363999993,4681236.000299998,
100.0,2303781.254900001,4670181.636500001,
30.0,2306023.1180000007,4680281.570100002,
60.0,2306139.7063999996,4680964.402900003,
15.0,2812411.094300002,4861644.7744999975,
120.521,2879501.6889000013,4989041.9619999975,2892.48
1373.0,2877402.7201000005,4989783.8972999975,
500.0,2367294.2168000005,4549976.720399998,5016.666666666667
130.0,2370917.685600002,4546282.277400002,
727.5010000000001,2370644.1389999986,4546619.887500003,
10.241,2558153.1270999983,4370911.535599999,
6.891,2558104.088100001,4370725.024700001,172.25
1000.0,2863537.6127999984,4989893.513700001,8000.0
200.0,2875480.041700002,4990000.863600001,2000.0
583.0,2864334.7041000016,4198118.026100002,18073.0
228.331,2552375.8861999996,4940387.544399999,3196.6200000000003
500.0,2315541.3073000014,4590098.087800004,
480.0,2312018.9723000005,4589050.676799998,
52.501000000000005,2279403.7052000016,4623322.1853,
12.0,2280722.798700001,4623393.493699998,
15.0,2281164.0430999994,4597452.780599996,
320.0,2279979.4901,4603641.2119999975,
15.0,2281017.6662999988,4596921.890600003,
15.0,2381764.6548000015,4530127.043499999,2766.6666666666665
500.0,2373068.7181,4536112.634499997,4766.666666666667
114.231,2373249.745099999,4529188.267499998,3066.6666666666665
500.0,2383261.6790000014,4529066.771399997,3366.6666666666665
