id,centroid,bbox,shape,country,countryful,province,commune,firedate,area_ha,broadlea,conifer,mixed,scleroph,transit,othernatlc,agriareas,artifsurf,otherlc,percna2k,lastupdate,lastfiredate,noneu
288254,"{'type': 'Point', 'coordinates': [26.31904685637013, 36.58431084464557]}","[26.316339834150433, 36.58274640053929, 26.322394114307627, 36.58639372841885]","{'type': 'MultiPolygon', 'coordinates': [[[[26.322236167369944, 36.58305225508511], [26.322049424789427, 36.58300374869216], [26.321870251335458, 36.58295318324684], [26.321698647005725, 36.58290055879275], [26.321534611796768, 36.582845875371675], [26.321378145703953, 36.58278913302356], [26.32119500745544, 36.582755974795624], [26.320985196908005, 36.58274640053929], [26.320748713871247, 36.582760410082926], [26.320485558107578, 36.582798003231815], [26.32026221156808, 36.58283367573397], [26.32007867431357, 36.582867427874675], [26.319934946401453, 36.58289925988804], [26.31983102788571, 36.58292917195705], [26.319718477050532, 36.5829642357068], [26.319597293861932, 36.58300445110669], [26.319467478282483, 36.583049818123726], [26.319329030271383, 36.58310033672261], [26.31922589160097, 36.58315263371256], [26.31915806233568, 36.58320670920815], [26.319125542547653, 36.58326256328325], [26.319128332316833, 36.58332019597107], [26.319133659232023, 36.583381014923624], [26.319141523302232, 36.5834450201394], [26.319151924537184, 36.58351221161643], [26.319164862947467, 36.5835825893526], [26.319152433999157, 36.58365161857533], [26.31911463761844, 36.5837192992781], [26.31905147373564, 36.583785631433365], [26.318962942285275, 36.583850614992556], [26.31886213533597, 36.58390903996252], [26.31874905288435, 36.58396090630483], [26.318623694934633, 36.58400621397567], [26.31848606149842, 36.58404496292586], [26.318354278571302, 36.584081955662896], [26.318228346170283, 36.584117192211224], [26.318108264311494, 36.584150672594184], [26.317994033010358, 36.58418239683406], [26.31788070131012, 36.58421032991902], [26.31776826922893, 36.58423447185195], [26.31765673678484, 36.58425482263567], [26.317546103995692, 36.58427138227291], [26.31744295753523, 36.58427790606366], [26.31734729744739, 36.584274394031176], [26.31725912377075, 36.58426084619675], [26.317178436538487, 36.58423726257971], [26.317106629933075, 36.584232459570416], [26.31704370389349, 36.584246437192604], [26.31698965837604, 36.5842791954653], [26.316944493354438, 36.58433073440285], [26.316894664248363, 36.584385273538295], [26.31684017104253, 36.58444281286415], [26.31678101372061, 36.58450335237227], [26.316717192265216, 36.58456689205381], [26.316666463104667, 36.584625222070045], [26.316628826278677, 36.58467834244189], [26.316604281821743, 36.584726253184776], [26.316592829763113, 36.58476895430874], [26.31657180320868, 36.584808980695406], [26.316541202144023, 36.584846332339325], [26.316501026557127, 36.58488100923195], [26.31645127643839, 36.58491301136158], [26.31641028212649, 36.584944199544005], [26.31637804363351, 36.584974573790326], [26.316354560971096, 36.58500413410933], [26.316339834150433, 36.5850328805072], [26.316343682549448, 36.585056905805196], [26.31636610618547, 36.585076210000665], [26.316407105069217, 36.585090793079985], [26.316466679204837, 36.58510065501859], [26.316532267853702, 36.58510945875086], [26.316603871015776, 36.585117204264], [26.3166814886906, 36.58512389154418], [26.316765120877207, 36.585129520576345], [26.31682387802296, 36.585151150688574], [26.31685776014514, 36.58518878192607], [26.31686676723066, 36.58524241431437], [26.316850899236027, 36.5853120478594], [26.316851845934625, 36.58536564530116], [26.316869607356594, 36.585403206641075], [26.31690418351197, 36.58542473187138], [26.31695557439069, 36.58543022097501], [26.317020221526906, 36.585431198111735], [26.317098124910395, 36.585427663254286], [26.317189284526336, 36.58541961636982], [26.31729370035541, 36.58540705742], [26.31739169315337, 36.58540144077981], [26.317483262949064, 36.58540276646852], [26.317568409768064, 36.585411034503906], [26.317647133632665, 36.58542624490248], [26.317722094979803, 36.58545592154089], [26.317793293853992, 36.58550006442461], [26.31786073029692, 36.58555867355794], [26.31792440434753, 36.5856317489441], [26.317980834969063, 36.58569302103446], [26.31803002210728, 36.585742489847526], [26.31807196571658, 36.585780155399135], [26.318106665759903, 36.585806017702495], [26.3181505725697, 36.58583679891961], [26.31820368616927, 36.585872499035744], [26.318266006586107, 36.58591311803316], [26.318337533851942, 36.585958655891105], [26.31840873370938, 36.58600279822913], [26.318479606153026, 36.58604554504852], [26.31855015117748, 36.58608689635047], [26.31862036877747, 36.58612685213622], [26.318692551566404, 36.58617518059773], [26.318766699577743, 36.586231881727336], [26.31884281284699, 36.5862969555169], [26.31892089141165, 36.586370401957765], [26.31897825948309, 36.58639372841885], [26.319014916906276, 36.586366934950085], [26.319030863637007, 36.58629002157286], [26.319026099741947, 36.58616298827998], [26.319016140174234, 36.58604050192943], [26.319000984954204, 36.58592256252075], [26.318980634100416, 36.585809170052606], [26.31895508762967, 36.58570032452281], [26.318936580818686, 36.585606224225685], [26.31892511361544, 36.58552686917312], [26.31892068597869, 36.58546225937416], [26.31892329787799, 36.585412394834805], [26.318929387057075, 36.58535828570629], [26.318938953508873, 36.585299931987386], [26.318951997225305, 36.585237333676396], [26.318968518197185, 36.58517049077125], [26.318992199915005, 36.58510747363175], [26.319023042361675, 36.585048282254135], [26.319061045522712, 36.58499291663273], [26.319106209386085, 36.584941376760156], [26.319159556906722, 36.58489420916451], [26.31922108807718, 36.58485141383279], [26.319290802893317, 36.584812990749654], [26.319368701354396, 36.58477893989729], [26.3194495048809, 36.58474583085627], [26.319533213472166, 36.584713663619176], [26.319619827127784, 36.584682438178234], [26.319709345847592, 36.58465215452543], [26.31978532140963, 36.58462134782803], [26.319847753828054, 36.58459001811865], [26.31989664311805, 36.58455816542387], [26.319931989295686, 36.584525789764356], [26.319970853009778, 36.58448552963317], [26.320013234244364, 36.58443738502542], [26.32005913298164, 36.584381355935584], [26.320108549202043, 36.58431744235763], [26.3201541180097, 36.584244760703136], [26.320195839404725, 36.58416331097532], [26.32023371339083, 36.58407309317644], [26.320267739975254, 36.583974107307824], [26.320302464206506, 36.58388952955703], [26.32033788609276, 36.58381935992761], [26.320374005644823, 36.58376359842218], [26.32041082287617, 36.58372224504239], [26.320458565052824, 36.583685507962315], [26.320517232166612, 36.58365338716605], [26.32058682421408, 36.58362588263361], [26.32066734119646, 36.58360299434083], [26.320758536283094, 36.58357604713519], [26.320860409448866, 36.5835450409859], [26.320972960665376, 36.58350997585855], [26.32109618990089, 36.58347085171511], [26.32121610571314, 36.58343666980969], [26.32133270812988, 36.58340743015448], [26.32144599717763, 36.583383132761405], [26.321555972881853, 36.58336377764189], [26.321660098018306, 36.5833461786116], [26.321758372597653, 36.58333033568993], [26.321850796629857, 36.5833162488951], [26.32193737012404, 36.58330391824432], [26.322005205336744, 36.58329561200181], [26.322054302283494, 36.58329133020812], [26.322084660974095, 36.58329107289265], [26.322096281412886, 36.583294840073634], [26.322130157402455, 36.583286698204255], [26.322186288920292, 36.5832666472607], [26.322264675923567, 36.5832346872036], [26.322365318349128, 36.583190817977844], [26.322394114307627, 36.58314578953698], [26.322351063931457, 36.58309960194176], [26.322236167369944, 36.58305225508511]]]]}",EL,Ελλάδα ,"Κάλυμνος, Κάρπαθος – Ηρωική Νήσος Κάσος, Κως, Ρόδος",Ψευδοδημοτική Κοινότητα Αστυπαλαίας,2025-11-28T12:18:00+01:00,7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,0.04853837,2026-01-19T10:19:36.229815+01:00,,False
288205,"{'type': 'Point', 'coordinates': [24.357015751949795, 35.264054191101344]}","[24.35547298088464, 35.26331829757406, 24.35842694215879, 35.26476479498202]","{'type': 'MultiPolygon', 'coordinates': [[[[24.358058045689084, 35.264240260616134], [24.357564493634474, 35.264453975145194], [24.35713817460983, 35.26459255852433], [24.356779090176033, 35.264656011670304], [24.35636695229774, 35.264713424061405], [24.35590176098737, 35.26476479498202], [24.355603770202755, 35.2647002525408], [24.35547298088464, 35.26451979829957], [24.35552236508009, 35.2643326400882], [24.355751921422822, 35.26413877766763], [24.35594564682928, 35.264025885873004], [24.35610354202439, 35.2639939649393], [24.35625466381652, 35.263884160533074], [24.356399011818162, 35.26369647266857], [24.35670320425875, 35.26353038281434], [24.357167240378974, 35.26338588942396], [24.35752982093536, 35.26331829757406], [24.357790947244272, 35.26332760843618], [24.358040073762556, 35.263385448653345], [24.35827720097186, 35.26349181829142], [24.35840615727979, 35.26357566962951], [24.35842694215879, 35.263637003154976], [24.3584042062503, 35.26378410306962], [24.358337949310272, 35.26401696929869], [24.358058045689084, 35.264240260616134]]]]}",EL,Ελλάδα ,Ρέθυμνο,Τοπική Κοινότητα Μούντρου,2025-12-23T00:00:00+01:00,3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2026-01-12T09:28:01.927058+01:00,,False
288184,"{'type': 'Point', 'coordinates': [24.424848027407737, 35.21251608698211]}","[24.423817795133846, 35.212061887024376, 24.42561626274845, 35.21288041655463]","{'type': 'MultiPolygon', 'coordinates': [[[[24.4255767471178, 35.21280299550492], [24.42545372424861, 35.21286273092997], [24.42528457950909, 35.21288041655463], [24.425069313164023, 35.21285605211496], [24.424704127787315, 35.21282392559909], [24.424189023788127, 35.21278403519318], [24.423893579733456, 35.21274988390878], [24.423817795133846, 35.21272147389576], [24.42384893288186, 35.21262017576123], [24.42398699250491, 35.21244598938518], [24.42419466414128, 35.2123370518899], [24.424471948005515, 35.21229336282185], [24.42465726936009, 35.212248471165495], [24.424750628335133, 35.212202377473915], [24.424861434840913, 35.21214905114968], [24.424989688813078, 35.21208849213049], [24.425130082505053, 35.212061887024376], [24.425282616094215, 35.21206923577168], [24.425391518164563, 35.212101392922946], [24.425456788766866, 35.212158358628514], [24.42550463712259, 35.21220910284262], [24.425535063179662, 35.212253625596134], [24.42557227161843, 35.2124001972059], [24.42561626274845, 35.21264881758792], [24.4255767471178, 35.21280299550492]]]]}",EL,Ελλάδα ,Ρέθυμνο,Τοπική Κοινότητα Μαριού,2025-12-27T12:04:00+01:00,1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000,2026-01-12T08:05:52.627585+01:00,,False
288117,"{'type': 'Point', 'coordinates': [23.69862875012104, 35.40842274064044]}","[23.697351043252766, 35.40726748913496, 23.69991129817008, 35.409862434393304]","{'type': 'MultiPolygon', 'coordinates': [[[[23.699887915876246, 35.4097146789954], [23.699836290788987, 35.409610622914386], [23.699802760400477, 35.40951783696742], [23.699787324617837, 35.409436321182405], [23.699789983366355, 35.40936607557527], [23.699810736589505, 35.40930710015001], [23.699806432464854, 35.40925627465751], [23.69977707104033, 35.409213599094045], [23.69972265234869, 35.409179073435716], [23.69964317640743, 35.409152697638355], [23.699582671638154, 35.40912349142065], [23.69954113802386, 35.40909145482043], [23.699518575543834, 35.40905658786391], [23.69951498417358, 35.409018890565655], [23.699538210238074, 35.40898233907692], [23.69958825369895, 35.40894693337906], [23.699665114521558, 35.40891267342971], [23.699768792674906, 35.40887955916296], [23.699842660197117, 35.40884353987473], [23.69988671712053, 35.40880461563529], [23.699900963486137, 35.408762786485454], [23.699885399343522, 35.40871805243661], [23.699847671398228, 35.408692065450595], [23.699787779642726, 35.408684825502405], [23.699705724038743, 35.408696332550726], [23.69960150451734, 35.40872658653797], [23.699520090314355, 35.408732115701774], [23.6994614815135, 35.40871292010004], [23.69942567815743, 35.40866899977278], [23.699412680247903, 35.40860035474211], [23.69940791381286, 35.40851430608975], [23.69941137883741, 35.408410853811354], [23.699423075297265, 35.40828999789949], [23.699443003158628, 35.40815173834364], [23.69945246889504, 35.40803783246536], [23.699451472544588, 35.40794828027785], [23.699440014128953, 35.40788308178896], [23.699418093653392, 35.407842237001155], [23.6993637262358, 35.40780329204119], [23.699276911926113, 35.40776624684973], [23.69915765077101, 35.40773110133309], [23.699005942813802, 35.4076978553633], [23.698868958813524, 35.407644031223604], [23.698746698857924, 35.407569628971835], [23.698639163013347, 35.407474648657825], [23.6985463513247, 35.407359090323425], [23.69843751829897, 35.40729003716123], [23.698312663753665, 35.40726748913496], [23.698171787461245, 35.407291446192616], [23.698014889149174, 35.407361908266765], [23.69789728577543, 35.40743386066541], [23.69781897744192, 35.40750730353507], [23.6977799642579, 35.407582236971514], [23.69778024634, 35.407658661019745], [23.697771920136553, 35.40772239943076], [23.697754985623646, 35.40777345220651], [23.697729442787647, 35.407811819345525], [23.697695291625127, 35.407837500842724], [23.697660178005314, 35.40787214890777], [23.697624101916222, 35.40791576353875], [23.697587063345775, 35.407968344733376], [23.697549062281716, 35.40802989248905], [23.69750857436014, 35.40808298817937], [23.69746559958656, 35.40812763180274], [23.697420137968788, 35.40816382335687], [23.697372189516837, 35.408191562838965], [23.697351043252766, 35.4082344207339], [23.697356699214296, 35.40829239705597], [23.697389157475232, 35.408365491793646], [23.697448418145438, 35.4084537049095], [23.697505156905876, 35.40852391293466], [23.697559373698034, 35.408576115881424], [23.69761106846948, 35.40861031376024], [23.697660241173853, 35.40862650657981], [23.69769674985722, 35.4086460590015], [23.697720594514205, 35.40866897104041], [23.69773177513623, 35.40869524270638], [23.69773029171161, 35.40872487400419], [23.6977141135475, 35.40874713910154], [23.697683240634586, 35.40876203799173], [23.697637672973162, 35.40876957066034], [23.69757741057316, 35.40876973708536], [23.697545083736216, 35.40878632330821], [23.697540692460084, 35.40881932935741], [23.697564236783283, 35.40886875523314], [23.697615716785236, 35.40893460090738], [23.69769439989449, 35.408980213120834], [23.697800286093482, 35.40900559180807], [23.697933375323707, 35.409010736879395], [23.698093667485708, 35.40899564822089], [23.698237254669685, 35.408985992295726], [23.698364136909948, 35.40898176918117], [23.698474314233973, 35.40898297894552], [23.698567786662515, 35.40898962164805], [23.698672119381722, 35.40902552463449], [23.698787312542187, 35.409090687857365], [23.69891336632698, 35.40918511126055], [23.699050280951585, 35.40930879477917], [23.699169386948476, 35.40940866590991], [23.699270684107766, 35.40948472474037], [23.699354172258975, 35.409536971343904], [23.69941985127101, 35.40956540577953], [23.699475823860702, 35.40958940626972], [23.699522090006695, 35.4096089728335], [23.699558649691397, 35.40962410548664], [23.699585502901087, 35.409634804241556], [23.699611529337318, 35.4096551846078], [23.69963672901113, 35.40968524658481], [23.69966110193355, 35.409724990171625], [23.699684648115664, 35.409774415366854], [23.69971764441183, 35.40981287239653], [23.699760090819574, 35.40984036125233], [23.699811987328903, 35.40985688192279], [23.699873333922405, 35.409862434393304], [23.699906437539155, 35.40984058471528], [23.69991129817008, 35.409791332917166], [23.699887915876246, 35.4097146789954]]]]}",EL,Ελλάδα ,Χανιά,Τοπική Κοινότητα Τοπολίων,2025-12-25T11:00:00+01:00,3,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2026-01-08T08:16:31.276786+01:00,,False
288027,"{'type': 'Point', 'coordinates': [24.357841444355937, 35.190240456396104]}","[24.356950766109723, 35.18931916087491, 24.358521812534597, 35.19095798496913]","{'type': 'MultiPolygon', 'coordinates': [[[[24.35847945014501, 35.190340844084], [24.35843284634489, 35.190607596595015], [24.358342903782894, 35.19079859764293], [24.358209622296666, 35.19091384716735], [24.358041011923444, 35.19095798496913], [24.357837073075064, 35.19093101084858], [24.35771333384943, 35.190915041990216], [24.35766979412027, 35.190910078725636], [24.35754256449702, 35.190912346328155], [24.357331644952996, 35.19092184444956], [24.35715522658281, 35.19089055217248], [24.35701330963499, 35.190818469680664], [24.356950766109723, 35.190645491465375], [24.356967595827886, 35.19037161762397], [24.35715745256452, 35.19011187883805], [24.357520334625878, 35.18986627411742], [24.35776163618281, 35.189651531687986], [24.35788135850247, 35.18946765248596], [24.358037537520833, 35.18936060403802], [24.358230173515647, 35.18933038618009], [24.358376910141022, 35.18931916087491], [24.358477747518325, 35.18932692833913], [24.358521812534597, 35.18954997607455], [24.358509105419035, 35.18998830395244], [24.35847945014501, 35.190340844084]]]]}",EL,Ελλάδα ,Ρέθυμνο,Τοπική Κοινότητα Ροδακίνου,2025-12-18T11:32:00+01:00,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000,2025-12-19T15:23:46.513950+01:00,,False
287552,"{'type': 'Point', 'coordinates': [25.966758421374447, 39.17699725475291]}","[25.966458309799, 39.17668712643921, 25.96707654939566, 39.17724610509459]","{'type': 'MultiPolygon', 'coordinates': [[[[25.967048975681905, 39.177205603930396], [25.966941922374826, 39.177232333460765], [25.966834444817525, 39.177245833849945], [25.966726543073122, 39.17724610509459], [25.966612860809143, 39.17722295777864], [25.96649339815913, 39.17717639187446], [25.966458309799, 39.177080281479014], [25.96650759547454, 39.176934626679326], [25.966535271328905, 39.176828043682924], [25.96654133747884, 39.176760532517775], [25.96658372706982, 39.17671356011766], [25.96666244005799, 39.17668712643921], [25.966741899872456, 39.17669825085062], [25.966822106653563, 39.176746933343104], [25.966896330323653, 39.176794397493225], [25.966964570864356, 39.176840643315835], [25.967024643829635, 39.17694588446184], [25.96707654939566, 39.17711012091919], [25.967048975681905, 39.177205603930396]]]]}",EL,Ελλάδα ,"Λέσβος, Λήμνος",Δημοτική Κοινότητα Ερεσού,2025-11-08T10:42:00+01:00,0,,,,,,,,,,100.00000000,2025-12-01T08:06:44.039781+01:00,,False
287551,"{'type': 'Point', 'coordinates': [25.96861185645307, 39.17579769788672]}","[25.96782091559257, 39.17529096883938, 25.969363687985034, 39.17625248924094]","{'type': 'MultiPolygon', 'coordinates': [[[[25.969244653571007, 39.17563778174074], [25.969013372237466, 39.1757827785101], [25.968863328052787, 39.17592308406098], [25.96879452154154, 39.17605869875705], [25.968712373795576, 39.176163290107915], [25.96861688484098, 39.17623685808889], [25.968509934658442, 39.17625248924094], [25.968391523516775, 39.17621018351802], [25.968260943857988, 39.17618764143793], [25.968118195575745, 39.1761848629565], [25.968004837819873, 39.176186046325604], [25.96792087056555, 39.176191191650574], [25.96785956313201, 39.17616152265755], [25.96782091559257, 39.17609703938377], [25.967839573613062, 39.176022993412666], [25.967915536999858, 39.17593938471599], [25.96797555161148, 39.17587173721097], [25.96801961752967, 39.17582005092795], [25.96816202205361, 39.175740871082894], [25.968402764693565, 39.175634197248876], [25.96863982781103, 39.17551262024316], [25.968873211279583, 39.17537614009211], [25.969076597588767, 39.175302298185265], [25.969249987369388, 39.17529109470435], [25.969343716523834, 39.17529096883938], [25.96935778508657, 39.17530192082305], [25.969363687985034, 39.17537186840583], [25.96936142524526, 39.175500811574565], [25.969244653571007, 39.17563778174074]]]]}",EL,Ελλάδα ,"Λέσβος, Λήμνος",Δημοτική Κοινότητα Ερεσού,2025-11-08T10:42:00+01:00,1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,99.99999999,0.00000000,0.00000000,0.00000000,100.00000000,2025-12-01T08:06:31.917076+01:00,,False
287402,"{'type': 'Point', 'coordinates': [25.9140425227664, 39.27304309191171]}","[25.913254523713437, 39.27230320334647, 25.914727011098705, 39.27363656429645]","{'type': 'MultiPolygon', 'coordinates': [[[[25.91471081998884, 39.27290418393338], [25.91461888881325, 39.27312211760323], [25.914454686531933, 39.273279096584844], [25.91421821302102, 39.27337512054309], [25.913999615418206, 39.273480334504875], [25.913798893719118, 39.27359473858955], [25.913595879161896, 39.27363656429645], [25.913390572390494, 39.27360581159588], [25.9132767872441, 39.2735031122638], [25.913254523713437, 39.273328466602244], [25.91329780696999, 39.27318752019589], [25.91340663662123, 39.27308027298682], [25.913581601658198, 39.272945827981154], [25.913822701509027, 39.27278418482698], [25.91400554465768, 39.272660590092975], [25.914130131691678, 39.27257504410509], [25.914297782593497, 39.272474238421594], [25.914508497073793, 39.272358172822706], [25.914619812819964, 39.27230320334647], [25.914631730344013, 39.27230933033025], [25.91466746295148, 39.27243309967607], [25.914727011098705, 39.272674511291655], [25.91471081998884, 39.27290418393338]]]]}",EL,Ελλάδα ,"Λέσβος, Λήμνος",Δημοτική Κοινότητα Αντίσσης,2025-11-21T00:00:00+01:00,1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000,2025-11-27T08:00:05.568456+01:00,,False
287401,"{'type': 'Point', 'coordinates': [25.886100659822343, 39.277392320436]}","[25.885267834588596, 39.27664655791468, 25.88688558475384, 39.27811415817657]","{'type': 'MultiPolygon', 'coordinates': [[[[25.88685280317151, 39.27769008949703], [25.886775097075652, 39.27792897552882], [25.886700922971325, 39.278060921673955], [25.886630281118894, 39.278085927976846], [25.886382918756524, 39.27810367393382], [25.88595883589953, 39.27811415817657], [25.8856795183935, 39.27805411103455], [25.885544966707286, 39.277923533741145], [25.885453431295538, 39.27782903125996], [25.885404911784324, 39.27777060373999], [25.885346285327337, 39.27774044021582], [25.885277551856294, 39.277738540674434], [25.885267834588596, 39.27764709197739], [25.88531713338772, 39.277466094121074], [25.8853311112547, 39.2772975988807], [25.885309768450547, 39.27714160626848], [25.88538192190197, 39.27696679002929], [25.88554757083979, 39.27677314997112], [25.885730348538907, 39.276666405962764], [25.885930255566823, 39.27664655791468], [25.88612746799994, 39.276650421142804], [25.886321986051612, 39.27667799565518], [25.88648101627452, 39.27673471850113], [25.88660455879311, 39.27682058984699], [25.886705414344604, 39.27688363395894], [25.886783582741586, 39.27692385092059], [25.886833843025308, 39.27697201853231], [25.886856195153413, 39.277028136838396], [25.886873442336107, 39.27718480863252], [25.88688558475384, 39.27744203385871], [25.88685280317151, 39.27769008949703]]]]}",EL,Ελλάδα ,"Λέσβος, Λήμνος",Δημοτική Κοινότητα Αντίσσης,2025-11-21T00:00:00+01:00,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000,2025-11-27T07:59:06.537097+01:00,,False
287400,"{'type': 'Point', 'coordinates': [25.879536458426806, 39.271063607632264]}","[25.87852732183906, 39.270383805897936, 25.88042810548463, 39.27172993934939]","{'type': 'MultiPolygon', 'coordinates': [[[[25.88042743263821, 39.2713502162617], [25.88028234386599, 39.2715710732429], [25.88019050436729, 39.27169764754903], [25.880151914733535, 39.27172993934939], [25.879988815965543, 39.27171553726541], [25.879701208535764, 39.271654440640944], [25.879464702178115, 39.27158487420519], [25.87927929680529, 39.2715068383379], [25.879106269958264, 39.27146559466038], [25.878945621305334, 39.27146114325754], [25.87878388055806, 39.27143874540824], [25.878621047854192, 39.2713984011003], [25.878535528296325, 39.27128050425376], [25.87852732183906, 39.27108505504726], [25.878576685437984, 39.27093444665778], [25.878683618743686, 39.270828679032086], [25.87886746640974, 39.27068426855069], [25.879128227676972, 39.270501214782115], [25.87932628831306, 39.270401060438104], [25.879461649261778, 39.270383805897936], [25.879663416895426, 39.270420285271264], [25.879931591861787, 39.27051049810708], [25.880102383198153, 39.27058318583825], [25.880175790403044, 39.27063834900902], [25.880284364154896, 39.270809394984404], [25.88042810548463, 39.2710963235397], [25.88042743263821, 39.2713502162617]]]]}",EL,Ελλάδα ,"Λέσβος, Λήμνος",Δημοτική Κοινότητα Αντίσσης,2025-11-21T00:00:00+01:00,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000,2025-11-27T07:58:17.864847+01:00,,False
