AREA_SIZE,AREA_SIZE,x,y,polygons,price
407.841,407.841,2638834.8341999985,4969890.758500002,"POLYGON ((2638819.2113999985 4969907.685099997, 2638857.1887000017 4969889.291100003, 2638850.519099999 4969873.855800003, 2638812.4893999994 4969892.1701000035, 2638819.2113999985 4969907.685099997))",3466.64
30.681,30.681,2550378.3698999994,4939658.8072,"POLYGON ((2550369.5264 4939657.866599999, 2550386.389199998 4939662.665600002, 2550387.213399999 4939659.7478, 2550370.3506000005 4939654.948799998, 2550369.5264 4939657.866599999))",797.44
200.0,200.0,2297545.9239999987,4595102.3396999985,"POLYGON ((2297542.972100001 4595114.797600001, 2297558.330699999 4595105.299999997, 2297548.8046000004 4595090.002400003, 2297533.599199999 4595099.123199999, 2297542.972100001 4595114.797600001))",
300.0,300.0,2371791.5276000015,4543538.5506,"POLYGON ((2371777.1862999983 4543553.384400003, 2371801.841499999 4543556.114399999, 2371805.4378000014 4543523.6554000005, 2371781.8018000014 4543520.625, 2371777.1862999983 4543553.384400003))",3766.6666666666665
500.0,500.0,2367349.028900001,4549922.710900001,"POLYGON ((2367374.2239000015 4549914.540799998, 2367365.1086999997 4549901.592799999, 2367323.833900001 4549930.880999997, 2367332.949000001 4549943.829000004, 2367374.2239000015 4549914.540799998))",5016.666666666667
500.0,500.0,2367225.215999998,4550010.568999998,"POLYGON ((2367250.4111 4550002.405500002, 2367241.2963999994 4549989.444700003, 2367200.020799998 4550018.7326000035, 2367209.135499999 4550031.693499997, 2367250.4111 4550002.405500002))",5016.666666666667
15.0,15.0,2367309.541099999,4549977.597099997,"POLYGON ((2367305.0078000017 4549979.220799997, 2367306.6239 4549981.451399997, 2367314.149799999 4549975.630800001, 2367312.8651 4549973.739799999, 2367305.0078000017 4549979.220799997))",1516.6666666666667
500.0,500.0,2370267.458900001,4547105.985200003,"POLYGON ((2370265.883299999 4547126.489100002, 2370287.361299999 4547101.2080999985, 2370269.0560999997 4547085.487599999, 2370247.5472999997 4547110.742299996, 2370265.883299999 4547126.489100002))",
500.0,500.0,2371416.8260999992,4545484.092100002,"POLYGON ((2371397.598299999 4545490.362999998, 2371418.6977000013 4545504.306299999, 2371436.0537 4545477.8213, 2371414.954399999 4545463.877999999, 2371397.598299999 4545490.362999998))",
138.561,138.561,2370803.5700999983,4546423.557599999,"POLYGON ((2370794.433600001 4546425.039999999, 2370807.0205999985 4546435.022100002, 2370812.8658999987 4546422.286200002, 2370799.9047 4546412.007600002, 2370794.433600001 4546425.039999999))",
92.731,92.731,2864065.3651,4199156.0678,"POLYGON ((2864054.6110999994 4199160.2918, 2864056.4186999984 4199162.214500003, 2864057.2787000015 4199163.121200003, 2864058.658300001 4199162.236699998, 2864065.4450999983 4199159.880999997, 2864070.8444 4199158.6558, 2864075.6503 4199157.0845, 2864068.2074000016 4199147.713799998, 2864054.6110999994 4199160.2918))",1947.33
50.0,50.0,2863883.398499999,4205055.943400003,"POLYGON ((2863878.7261000015 4205060.582400002, 2863887.9521000013 4205059.597000003, 2863888.1292999983 4205051.465300001, 2863878.9098000005 4205052.118500002, 2863878.7261000015 4205060.582400002))",4120.0
25.151,25.151,2861945.6999999993,4187929.337099999,"POLYGON ((2861943.2412 4187932.8761000037, 2861948.7402000017 4187932.781199999, 2861947.9703 4187925.6482999995, 2861942.7919999994 4187925.909599997, 2861943.2412 4187932.8761000037))",2060.0
14.991,14.991,2861926.697999999,4187983.692500002,"POLYGON ((2861923.8968 4187981.7848000005, 2861925.771299999 4187987.032300003, 2861929.5494999997 4187985.6655, 2861927.5135000013 4187980.2612000033, 2861923.8968 4187981.7848000005))",25750.0
375.0,375.0,2278817.1301000006,4624216.213299997,"POLYGON ((2278812.3718999997 4624234.2053999975, 2278835.1754 4624211.9597999975, 2278821.8882 4624198.221199997, 2278799.0848000012 4624220.466799997, 2278812.3718999997 4624234.2053999975))",
100.0,100.0,2296702.841400001,4693910.477399997,"POLYGON ((2296703.2870000005 4693897.239299998, 2296697.0221999995 4693898.577200003, 2296702.4037999995 4693923.7282000035, 2296708.656300001 4693922.376900002, 2296703.2870000005 4693897.239299998))",
6.0,6.0,2293963.7402000017,4668535.5295,"POLYGON ((2293961.787999999 4668537.888599999, 2293963.2949 4668538.625, 2293965.6777999997 4668533.283699997, 2293964.1898000017 4668532.381200001, 2293961.787999999 4668537.888599999))",
40.0,40.0,2305836.827799998,4680033.3605,"POLYGON ((2305829.9684000015 4680037.7184000015, 2305844.7753 4680033.098899998, 2305843.680399999 4680028.998499997, 2305828.8731000014 4680033.630800001, 2305829.9684000015 4680037.7184000015))",
500.0,500.0,2293209.210099999,4689807.445900001,"POLYGON ((2293228.6061000004 4689815.971299998, 2293224.865699999 4689793.141099997, 2293189.819699999 4689798.919399999, 2293193.5471 4689821.749200001, 2293228.6061000004 4689815.971299998))",
500.0,500.0,2293282.9613000005,4690161.770300001,"POLYGON ((2293295.2371000014 4690180.034900002, 2293291.855799999 4690141.626800001, 2293270.6867000014 4690143.498899996, 2293274.067400001 4690181.919799998, 2293295.2371000014 4690180.034900002))",
400.0,400.0,2303713.668400001,4670139.4130000025,"POLYGON ((2303710.5243999995 4670155.478699997, 2303735.8827 4670137.588100001, 2303729.3422 4670135.284199998, 2303716.160500001 4670123.5088, 2303694.2848999985 4670138.418499999, 2303694.7580999993 4670139.128899999, 2303695.5538999997 4670140.467299998, 2303696.879900001 4670142.351300001, 2303704.4536999986 4670150.4186, 2303710.5243999995 4670155.478699997))",
153.441,153.441,2301522.0176,4697633.097900003,"POLYGON ((2301510.4263999984 4697634.901000001, 2301528.337099999 4697643.022600003, 2301533.6086999997 4697631.2949, 2301515.6981000006 4697623.1734, 2301510.4263999984 4697634.901000001))",
63.0,63.0,2306111.5102999993,4680904.4804000035,"POLYGON ((2306105.3035000004 4680898.837300003, 2306111.6697000004 4680912.884800002, 2306117.6856000014 4680910.445299998, 2306111.4219000004 4680895.9668999985, 2306105.3035000004 4680898.837300003))",
200.0,200.0,3044557.1602,4419253.657899998,"POLYGON ((3044532.154100001 4419234.7766999975, 3044578.8592999987 4419276.291599996, 3044582.1662999988 4419272.539099999, 3044535.460999999 4419231.0242, 3044532.154100001 4419234.7766999975))",
200.0,200.0,2824330.9952999987,4866175.659000002,"POLYGON ((2824333.4853999987 4866190.081, 2824343.9814999998 4866182.312200002, 2824328.5051000006 4866161.236900002, 2824318.0089999996 4866169.0057, 2824333.4853999987 4866190.081))",
300.0,300.0,2824307.9211999997,4866144.279600002,"POLYGON ((2824313.410700001 4866164.232500002, 2824324.2399000004 4866156.93, 2824302.4316999987 4866124.3266, 2824291.602499999 4866131.629199997, 2824313.410700001 4866164.232500002))",
15.0,15.0,2824413.416999999,4866346.9912,"POLYGON ((2824413.1125000007 4866350.7914, 2824416.6198000014 4866349.048299998, 2824413.713100001 4866343.188500002, 2824410.218800001 4866344.931400001, 2824413.1125000007 4866350.7914))",
200.0,200.0,2824404.3918000013,4866325.526600003,"POLYGON ((2824404.9290999994 4866340.1558, 2824416.361200001 4866333.877999999, 2824403.8544999994 4866310.897500001, 2824392.4224999994 4866317.1752, 2824404.9290999994 4866340.1558))",
500.0,500.0,2824401.0216999985,4853516.816600002,"POLYGON ((2824435.9162999988 4853528.053000003, 2824437.6657 4853516.4146, 2824366.1272 4853505.5801, 2824364.377700001 4853517.2184000015, 2824435.9162999988 4853528.053000003))",
15.0,15.0,2824349.1000999995,4853507.911899999,"POLYGON ((2824345.5260000005 4853509.192900002, 2824351.9015999995 4853510.480599999, 2824352.6761000007 4853506.624399997, 2824346.287799999 4853505.3500000015, 2824345.5260000005 4853509.192900002))",
500.0,500.0,2796749.4120000005,4844272.981200002,"POLYGON ((2796727.0656000003 4844293.294799998, 2796778.6103999987 4844265.445, 2796771.7619999982 4844252.6633, 2796720.204399999 4844280.526299998, 2796727.0656000003 4844293.294799998))",
205.401,205.401,2370600.872200001,4546674.435800001,"POLYGON ((2370584.5342000015 4546669.160400003, 2370611.5212000012 4546687.950099997, 2370617.2096999995 4546679.710100003, 2370590.222600002 4546660.921700001, 2370584.5342000015 4546669.160400003))",
330.0,330.0,2370556.9979000017,4546744.823100001,"POLYGON ((2370541.0025000013 4546757.178199999, 2370552.7463000007 4546764.6329, 2370572.9932999983 4546732.468099996, 2370561.249499999 4546725.013400003, 2370541.0025000013 4546757.178199999))",
500.0,500.0,2558312.096900001,4365085.819799997,"POLYGON ((2558306.189199999 4365093.0031, 2558307.8528000005 4365099.0229, 2558315.9897999987 4365096.7632, 2558314.338399999 4365090.755999997, 2558352.2544 4365073.3389, 2558348.5964 4365065.5634, 2558311.3563 4365082.513599999, 2558271.8308000006 4365093.4745000005, 2558274.1526000015 4365101.897200003, 2558306.189199999 4365093.0031))",27500.0
149.0,149.0,2554187.346999999,4368477.148500003,"POLYGON ((2554176.3541 4368470.7377, 2554190.503800001 4368489.517200001, 2554198.3365 4368483.561899997, 2554184.199099999 4368464.7826000005, 2554176.3541 4368470.7377))",
222.681,222.681,2557752.9607000016,4370906.2817,"POLYGON ((2557741.1455999985 4370902.0803999975, 2557763.3783 4370913.267200001, 2557764.7628999986 4370910.4728000015, 2557742.5425000004 4370899.298600003, 2557741.1455999985 4370902.0803999975))",
222.681,222.681,2557759.214499999,4370905.239699997,"POLYGON ((2557752.4048999995 4370903.561499998, 2557764.6341999993 4370909.7097999975, 2557766.031100001 4370906.928099997, 2557753.802000001 4370900.767200001, 2557752.4048999995 4370903.561499998))",
155.451,155.451,2557782.7102999985,4370918.838600002,"POLYGON ((2557776.0218 4370917.871799998, 2557785.034600001 4370924.8972999975, 2557789.787999999 4370919.754199997, 2557779.532200001 4370912.715499997, 2557776.0218 4370917.871799998))",
120.0,120.0,2729264.477600001,4964399.004600003,"POLYGON ((2729266.0275 4964415.141999997, 2729272.3117999993 4964413.174500003, 2729262.9274000004 4964382.870899998, 2729256.6429000013 4964384.825300001, 2729266.0275 4964415.141999997))",
200.0,200.0,2279804.561999999,4602710.480999999,"POLYGON ((2279800.9499999993 4602727.144400001, 2279816.4813 4602699.3706, 2279807.7388999984 4602694.432400003, 2279792.943500001 4602720.882200003, 2279800.9499999993 4602727.144400001))",
15.0,15.0,2281336.007100001,4597885.003700003,"POLYGON ((2281336.9959999993 4597888.579000004, 2281339.6141000018 4597885.810000002, 2281335.018199999 4597881.428300001, 2281332.4001 4597884.197300002, 2281336.9959999993 4597888.579000004))",
309.671,309.671,2279772.9499000013,4601341.031199999,"POLYGON ((2279777.1037999988 4601326.684100002, 2279755.375500001 4601340.061800003, 2279770.238499999 4601355.397100002, 2279789.7797 4601342.089000002, 2279777.1037999988 4601326.684100002))",
171.991,171.991,2280362.1021,4600537.863899998,"POLYGON ((2280358.0931 4600529.281999998, 2280377.3993000016 4600578.258900002, 2280379.8214000016 4600576.6679000035, 2280354.0885000005 4600510.575199999, 2280344.8563 4600514.941600002, 2280358.0931 4600529.281999998))",
15.0,15.0,2279531.9723999985,4601953.9859,"POLYGON ((2279528.3715000004 4601953.7885000035, 2279533.4820999987 4601957.350599997, 2279535.621100001 4601954.192900002, 2279530.3715000004 4601950.6127, 2279528.3715000004 4601953.7885000035))",
490.0,490.0,2281158.600499999,4597416.808300003,"POLYGON ((2281161.6512 4597440.623400003, 2281172.7487000003 4597397.458700001, 2281155.549800001 4597392.993199997, 2281144.4521999992 4597436.157899998, 2281161.6512 4597440.623400003))",
75.0,75.0,3003602.0852999985,4404475.073799998,"POLYGON ((3003592.3583999984 4404473.512900002, 3003608.9343000017 4404482.183799997, 3003611.8121999986 4404476.634599999, 3003595.236299999 4404467.9636999965, 3003592.3583999984 4404473.512900002))",
60.0,60.0,2564250.604200002,4712232.358099997,"POLYGON ((2564246.794500001 4712239.822899997, 2564253.197999999 4712240.329400003, 2564254.413899999 4712224.893299997, 2564248.010400001 4712224.386799999, 2564246.794500001 4712239.822899997))",800.0
21.371,21.371,2558126.911699999,4370691.183300003,"POLYGON ((2558119.7371000014 4370697.875699997, 2558120.7993 4370698.523699999, 2558124.037700001 4370693.202100001, 2558125.5823 4370695.266099997, 2558127.8629 4370693.542499997, 2558126.3673 4370691.553900003, 2558135.6898999996 4370684.5242, 2558134.9529 4370683.692299999, 2558134.7041000016 4370683.702200003, 2558122.9756999984 4370692.541599996, 2558119.7371000014 4370697.875699997))",534.25
104.051,104.051,2321489.827799998,4818753.3433,"POLYGON ((2321479.6728999987 4818753.166299999, 2321495.5315999985 4818762.023800001, 2321500.1576999985 4818753.6664, 2321483.9175000004 4818744.587200001, 2321479.6728999987 4818753.166299999))",
15.0,15.0,2375510.5923000015,4592636.928000003,"POLYGON ((2375508.2903999984 4592633.666100003, 2375509.5709999986 4592640.738200001, 2375512.8090999983 4592640.321599998, 2375511.7073 4592633.1272, 2375508.2903999984 4592633.666100003))",710.0
497.0,497.0,2375496.390999999,4592570.118600003,"POLYGON ((2375504.5560000017 4592629.327299997, 2375510.954 4592628.836000003, 2375489.0709999986 4592512.878300004, 2375481.9750999995 4592514.700400002, 2375504.5560000017 4592629.327299997))",
15.0,15.0,2374162.0042000003,4588091.606899999,"POLYGON ((2374161.4987000003 4588095.3961, 2374164.825100001 4588094.422200002, 2374162.4912 4588087.7685, 2374159.186900001 4588088.857799999, 2374161.4987000003 4588095.3961))",710.0
484.0,484.0,2374150.9217999987,4588087.1652000025,"POLYGON ((2374175.909499999 4588134.3873, 2374132.7459000014 4588037.1620000005, 2374125.8352000006 4588039.701300003, 2374169.2010999992 4588137.391000003, 2374175.909499999 4588134.3873))",3050.0
300.0,300.0,2349605.517499998,4561649.876699999,"POLYGON ((2349601.5298000015 4561673.894400001, 2349611.637600001 4561673.438000001, 2349609.5051000006 4561625.859099999, 2349599.3973000012 4561626.315499999, 2349601.5298000015 4561673.894400001))",9450.0
202.801,202.801,2349595.056400001,4561523.871799998,"POLYGON ((2349590.8062999994 4561543.609200001, 2349598.8334 4561543.859300002, 2349599.5546000004 4561504.542599998, 2349591.021899998 4561504.276799999, 2349590.8062999994 4561543.609200001))",6388.33
500.0,500.0,2538778.9287,4839997.9646999985,"POLYGON ((2538780.3048 4840017.727600001, 2538796.8198999986 4839989.611900002, 2538777.5524999984 4839978.201800004, 2538761.0374 4840006.317500003, 2538780.3048 4840017.727600001))",
155.451,155.451,2557791.2754999995,4370907.296800002,"POLYGON ((2557782.4309 4370908.9758, 2557792.7611999996 4370916.0154, 2557797.6488000005 4370908.763700001, 2557800.3211000003 4370905.271300003, 2557790.007100001 4370899.031099997, 2557787.2036999986 4370901.985200003, 2557782.4309 4370908.9758))",
1237.931,1237.931,2868068.8874999993,4164451.394599997,"POLYGON ((2868064.213100001 4164483.971699998, 2868089.558699999 4164466.5515, 2868079.579399999 4164451.902599998, 2868095.1625000015 4164441.186499998, 2868080.0626999997 4164418.3577999994, 2868039.8889999986 4164449.8867999986, 2868064.213100001 4164483.971699998))",18568.95
50.0,50.0,2867626.071800001,4164703.409500003,"POLYGON ((2867621.7140999995 4164708.536799997, 2867632.5352 4164704.4486000016, 2867630.3299000002 4164698.336599998, 2867619.7375000007 4164702.2492000014, 2867621.7140999995 4164708.536799997))",750.0
517.0,517.0,2867204.9244999997,4164916.8439000025,"POLYGON ((2867189.8660999984 4164934.2365000024, 2867226.3057999983 4164917.712099999, 2867219.4745999984 4164898.9011999965, 2867183.124499999 4164917.0538000017, 2867189.8660999984 4164934.2365000024))",4653.0
260.211,260.211,2867010.8046000004,4181006.679899998,"POLYGON ((2866994.8825000003 4180992.6642000005, 2867006.870099999 4181003.3241000026, 2867013.0392000005 4181013.767999999, 2867014.1433999985 4181021.700099997, 2867020.4992000014 4181024.6797999963, 2867019.7008000016 4181016.0797000006, 2867018.1195 4181008.806400001, 2867015.9507 4181004.9548000023, 2867011.6699 4181000.4782000035, 2867005.5984999985 4180994.9042000026, 2866997.767000001 4180990.662100002, 2866994.8825000003 4180992.6642000005))",5464.41
260.211,260.211,2866936.5639000013,4180972.662799999,"POLYGON ((2866919.9089 4180974.9958999977, 2866946.7586999983 4180975.649700001, 2866949.5571999997 4180969.4399999976, 2866929.0436000004 4180969.9626, 2866919.9089 4180974.9958999977))",5464.41
3556.0,3556.0,2756206.513700001,4969655.436700001,"POLYGON ((2756202.184799999 4969659.934, 2756207.3922999986 4969661.701200001, 2756210.843699999 4969650.823100001, 2756205.6116000004 4969649.254500002, 2756202.184799999 4969659.934))",
230.0,230.0,2754156.3260000013,4954208.657700002,"POLYGON ((2754143.032400001 4954223.125200003, 2754154.1251999997 4954227.918700002, 2754165.0009000003 4954206.837899998, 2754161.700100001 4954205.491999999, 2754166.1700999998 4954183.091700003, 2754163.409400001 4954181.794200003, 2754147.8522000015 4954215.7667, 2754143.032400001 4954223.125200003))",
108.0,108.0,2564646.8455,4395618.507200003,"POLYGON ((2564643.524700001 4395627.270999998, 2564656.1515000015 4395619.2766999975, 2564650.1662999988 4395609.743500002, 2564637.539500002 4395617.737800002, 2564643.524700001 4395627.270999998))",2700.0
72.0,72.0,2564615.5826000012,4395635.619800001,"POLYGON ((2564611.1369000003 4395642.724699996, 2564623.911200002 4395634.932099998, 2564620.0254999995 4395628.511, 2564607.2512000017 4395636.316100001, 2564611.1369000003 4395642.724699996))",1800.0
137.971,137.971,2564576.6039999984,4395668.882600002,"POLYGON ((2564574.3407000005 4395679.132200003, 2564586.6975999996 4395670.7348000035, 2564578.0538999997 4395657.9086000025, 2564576.905699998 4395659.3486, 2564569.0658 4395665.851899996, 2564566.704 4395667.792800002, 2564574.3407000005 4395679.132200003))",1275.0
60.971,60.971,2920239.596999999,4169404.8022999982,"POLYGON ((2920242.061999999 4169412.699500002, 2920246.8691000007 4169409.3923000023, 2920237.0623000003 4169396.9635000005, 2920232.297699999 4169399.987800002, 2920242.061999999 4169412.699500002))",914.55
124.111,124.111,2321525.4386,4818679.792800002,"POLYGON ((2321515.7298999988 4818682.340400003, 2321528.090399999 4818689.928000003, 2321535.2619000003 4818676.3059, 2321522.1845999993 4818670.295599997, 2321515.7298999988 4818682.340400003))",
69.851,69.851,2321433.4518,4818860.4586,"POLYGON ((2321425.3178000003 4818861.155199997, 2321437.362399999 4818867.390100002, 2321441.5496999994 4818859.707800001, 2321429.5672000013 4818853.553300001, 2321425.3178000003 4818861.155199997))",
82.62100000000001,82.62100000000001,2321995.2106,4817666.735799998,"POLYGON ((2321990.4230999984 4817675.531099997, 2321998.7038000003 4817675.822300002, 2321999.2729 4817657.279600002, 2321992.5342999995 4817657.042599998, 2321990.4230999984 4817675.531099997))",
2029.0,2029.0,2873789.9146,4164296.9432,"POLYGON ((2873858.7699999996 4164336.428199999, 2873794.9959999993 4164294.494599998, 2873792.3246 4164298.5940999985, 2873785.440200001 4164294.0675000027, 2873783.2683999985 4164291.744900003, 2873786.8253999986 4164288.3901000023, 2873737.9998000003 4164236.1372999996, 2873733.2003000006 4164240.661600001, 2873730.4406000003 4164244.8681000024, 2873725.9025 4164249.146300003, 2873777.148499999 4164303.9892000034, 2873849.085900001 4164351.2912999988, 2873858.7699999996 4164336.428199999))",30435.0
1214.0,1214.0,2871836.4455000013,4163805.5286,"POLYGON ((2871776.1757000014 4163788.255900003, 2871875.4043000005 4163832.8233999982, 2871883.6796999983 4163812.7393999994, 2871871.385499999 4163806.639700003, 2871851.8762999997 4163798.8081, 2871837.3099999987 4163795.910599999, 2871812.719999999 4163792.4591000006, 2871799.6854999997 4163785.8827000037, 2871781.1361000016 4163777.1515000015, 2871776.1757000014 4163788.255900003))",7284.0
104.701,104.701,2748834.9646000005,4177195.1384000033,"POLYGON ((2748828.779599998 4177193.4570000023, 2748833.034699999 4177201.217799999, 2748840.920000002 4177197.0282000005, 2748837.2249 4177189.0182000026, 2748828.779599998 4177193.4570000023))",578.22
460.0,460.0,3037407.1182999983,4425437.9736,"POLYGON ((3037392.9323999994 4425450.7315, 3037417.285799999 4425454.143799998, 3037421.304299999 4425425.215800002, 3037396.9508000016 4425421.803599998, 3037392.9323999994 4425450.7315))",
26.281,26.281,2550379.4926999994,4939655.226599999,"POLYGON ((2550370.8073999994 4939654.123499997, 2550387.4607000016 4939658.8671, 2550388.1750999987 4939656.330499999, 2550371.5348999985 4939651.5869999975, 2550370.8073999994 4939654.123499997))",797.44
50.0,50.0,2882140.4956,4167512.0713,"POLYGON ((2882146.978 4167512.0068999976, 2882137.670499999 4167506.2766999975, 2882133.9844000004 4167512.021300003, 2882143.2952000014 4167517.923100002, 2882146.978 4167512.0068999976))",750.0
15.0,15.0,2882127.4153999984,4167510.982500002,"POLYGON ((2882124.0001999997 4167510.5200000033, 2882128.3079000004 4167514.445799999, 2882130.7501999997 4167511.322999999, 2882126.6413000003 4167507.5895000026, 2882124.0001999997 4167510.5200000033))",3000.0
192.0,192.0,2552346.322900001,4940373.621200003,"POLYGON ((2552334.982500002 4940380.286600001, 2552349.5190000013 4940386.412699997, 2552357.6642000005 4940366.964100003, 2552343.1279000007 4940360.8248, 2552334.982500002 4940380.286600001))",2688.0
399.0,399.0,2549221.890299998,4939372.385600001,"POLYGON ((2549204.1303999983 4939379.074299999, 2549233.4279999994 4939387.499499999, 2549239.650199998 4939365.696900003, 2549210.352600001 4939357.271700002, 2549204.1303999983 4939379.074299999))",
319.0,319.0,2865876.5242,4165249.083800003,"POLYGON ((2865900.5733000003 4165258.7519000024, 2865901.6827000007 4165248.1942000017, 2865849.582800001 4165240.5187000036, 2865847.9384999983 4165247.6793000028, 2865900.5733000003 4165258.7519000024))",2871.0
120.0,120.0,2296878.9954000004,4595455.157300003,"POLYGON ((2296876.3889000006 4595464.755900003, 2296887.928100001 4595459.466200002, 2296881.6019 4595445.558700003, 2296870.0626999997 4595450.848399997, 2296876.3889000006 4595464.755900003))",
179.20100000000002,179.20100000000002,2297462.246199999,4595147.630999997,"POLYGON ((2297450.783300001 4595143.969800003, 2297459.6437 4595159.421800002, 2297473.7091000006 4595151.292099997, 2297464.848700002 4595135.840099998, 2297450.783300001 4595143.969800003))",
260.0,260.0,2273618.4516000003,4602194.640000001,"POLYGON ((2273596.6821000017 4602198.1105, 2273639.9274000004 4602200.7946000025, 2273640.3029999994 4602191.026900001, 2273596.3726999983 4602188.6479, 2273596.6821000017 4602198.1105))",
198.0,198.0,2275501.1794999987,4607393.192299999,"POLYGON ((2275509.9343999997 4607412.283200003, 2275516.1761999987 4607407.9048999995, 2275492.2564000003 4607374.174400002, 2275485.955499999 4607377.771899998, 2275509.9343999997 4607412.283200003))",
15.0,15.0,2265474.2584000006,4604402.4846,"POLYGON ((2265470.5835999995 4604403.619900003, 2265473.0086000003 4604406.241599999, 2265477.9065999985 4604401.2053999975, 2265475.6526000015 4604398.756200001, 2265470.5835999995 4604403.619900003))",
250.0,250.0,2268203.512699999,4602734.9221,"POLYGON ((2268181.4690999985 4602741.0967999995, 2268226.9800999984 4602737.477499999, 2268227.2952000014 4602729.390900001, 2268180.835000001 4602731.620899998, 2268181.4690999985 4602741.0967999995))",
205.941,205.941,2906890.5656999983,4191426.7689,"POLYGON ((2906873.979200002 4191434.2839, 2906877.0593999997 4191438.2832999974, 2906907.1499999985 4191419.279600002, 2906903.9842000008 4191415.281999998, 2906873.979200002 4191434.2839))",3089.1
205.941,205.941,2906848.5645999983,4191453.8769999966,"POLYGON ((2906838.6204000004 4191456.249499999, 2906842.4934 4191461.8900000006, 2906858.4965999983 4191451.4280999973, 2906854.7721000016 4191445.8703999966, 2906838.6204000004 4191456.249499999))",3089.1
77.0,77.0,2859408.142000001,4165838.417300001,"POLYGON ((2859412.626699999 4165844.2773, 2859414.3889000006 4165833.720700003, 2859403.719900001 4165832.6027999967, 2859401.796500001 4165843.0028000027, 2859412.626699999 4165844.2773))",1155.0
146.131,146.131,2848141.271299999,4164330.882700004,"POLYGON ((2848135.2333000004 4164339.3039999977, 2848149.7430000007 4164337.3817000017, 2848146.967500001 4164322.3056000024, 2848133.045400001 4164324.3532999977, 2848135.2333000004 4164339.3039999977))",2191.95
200.0,200.0,2848103.5199000016,4164332.454599999,"POLYGON ((2848097.716600001 4164344.215300001, 2848110.4725 4164344.012000002, 2848109.2842000015 4164320.529299997, 2848096.545600001 4164321.063199997, 2848097.716600001 4164344.215300001))",3000.0
2.321,2.321,2546815.8004,4939000.210199997,"POLYGON ((2546815.2388999984 4939001.761100002, 2546816.5537 4939001.672399998, 2546816.3680000007 4938998.702600002, 2546815.054299999 4938998.699100003, 2546815.2388999984 4939001.761100002))",1902.94
115.0,115.0,2657320.5791999996,4550754.0242,"POLYGON ((2657311.840399999 4550759.802100003, 2657319.3183000013 4550765.323200002, 2657329.7474000007 4550748.640500002, 2657318.122200001 4550743.1391, 2657316.971000001 4550752.8002, 2657311.840399999 4550759.802100003))",
179.941,179.941,2657359.8026,4550688.286700003,"POLYGON ((2657355.235800002 4550692.181000002, 2657358.2569000013 4550697.432999998, 2657363.9725 4550679.613799997, 2657364.3500999995 4550678.108400002, 2657363.4048999995 4550677.6589, 2657356.6350999996 4550691.638300002, 2657355.235800002 4550692.181000002))",
173.651,173.651,2672475.8718999997,4575038.752400003,"POLYGON ((2672468.8433 4575048.493100002, 2672487.5593999997 4575042.480700001, 2672482.900699999 4575029.012400001, 2672464.1845999993 4575035.023400001, 2672468.8433 4575048.493100002))",
40.0,40.0,2674133.0064000003,4578038.264899999,"POLYGON ((2674129.4871000014 4578044.5288999975, 2674134.1777999997 4578045.342600003, 2674136.5199999996 4578031.9877, 2674131.8418999985 4578031.186800003, 2674129.4871000014 4578044.5288999975))",
499.9810000000001,499.9810000000001,2672941.1378000006,4577066.435199998,"POLYGON ((2672922.1240999997 4577050.047600001, 2672945.9477000013 4577091.822300002, 2672960.4734000005 4577081.458700001, 2672935.0526 4577040.817299999, 2672922.1240999997 4577050.047600001))",
30.0,30.0,2305790.219999999,4680011.407799996,"POLYGON ((2305781.697900001 4680005.995800003, 2305797.6215999983 4680018.902999997, 2305799.0678000003 4680017.104199998, 2305782.4772999994 4680003.656499997, 2305781.697900001 4680005.995800003))",
270.031,270.031,2549895.6374000013,4939541.750299998,"POLYGON ((2549906.7619999982 4939529.179899998, 2549891.4362999983 4939525.480800003, 2549884.5111999996 4939554.305200003, 2549899.836599998 4939558.030699998, 2549906.7619999982 4939529.179899998))",3819.34
500.0,500.0,2790343.6000000015,4844930.110600002,"POLYGON ((2790335.6763000004 4844962.554399997, 2790363.314100001 4844903.195900001, 2790351.523600001 4844897.6668, 2790323.8856000006 4844957.025300004, 2790335.6763000004 4844962.554399997))",
15.0,15.0,2790376.1044000015,4844895.027000003,"POLYGON ((2790372.9360999987 4844897.057700001, 2790376.8729000017 4844898.722099997, 2790379.2380999997 4844892.971299998, 2790375.392499998 4844891.318899997, 2790372.9360999987 4844897.057700001))",
95.0,95.0,2789720.6523,4848342.6875,"POLYGON ((2789711.661699999 4848342.825400002, 2789719.8117999993 4848351.7201000005, 2789729.5210999995 4848342.743299998, 2789721.706099998 4848333.5572, 2789711.661699999 4848342.825400002))",
45.081,45.081,2918209.7853999995,4724367.164399996,"POLYGON ((2918214.8225000016 4724363.174199998, 2918203.6336999983 4724364.635300003, 2918204.651999999 4724371.103799999, 2918215.9712999985 4724369.729800001, 2918214.8225000016 4724363.174199998))",
180.0,180.0,2270141.715,4601454.601599999,"POLYGON ((2270118.6521999985 4601454.071800001, 2270163.7441999987 4601461.420900002, 2270164.7632 4601455.122599997, 2270119.670600001 4601447.7863000035, 2270118.6521999985 4601454.071800001))",
15.0,15.0,2359690.427099999,4554060.559900001,"POLYGON ((2359686.8044000007 4554059.8825, 2359688.1270999983 4554063.450900003, 2359694.0496000014 4554061.237300001, 2359692.7269 4554057.668899998, 2359686.8044000007 4554059.8825))",3800.0
